stage,estimate,se,z,nsim
4,0.8434973859318134,0.14523451937868392,5.807829912202082,251
5,0.7694735144267952,0.13084802767258152,5.88066574723032,251
1,0.8137992909406081,0.2922738993720405,2.784372099900405,252
2,1.0592285997625,0.20609172359552141,5.139597948345355,252
3,0.9517122714379961,0.1707683613834968,5.573118250521378,252
4,0.7893904637653401,0.14699592911446252,5.370151871013101,252
5,0.7694735144267952,0.13084802767258152,5.88066574723032,252
1,0.9057401583973751,0.268405552789803,3.3745209403573306,253
2,0.8817866112972269,0.19215349724413505,4.588969880558034,253
3,0.7188982162578489,0.16045809765315602,4.480286297621508,253
4,0.7606793616560094,0.1449491466773452,5.247905069419078,253
5,0.7694735144267952,0.13084802767258152,5.88066574723032,253
1,0.5970343828816956,0.31668700434401503,1.885250656617223,254
2,1.0507926165286392,0.2160404607042895,4.863869541395473,254
3,0.9353724553641073,0.16962233098027035,5.514441700915579,254
4,0.6896976357901881,0.14737070978731495,4.680018416044532,254
5,0.7694735144267952,0.13084802767258152,5.88066574723032,254
1,1.392903262112916,0.32144573687062983,4.333245404568886,255
2,0.956284181388633,0.2144156267281273,4.459955629079093,255
3,0.6311431320802285,0.17167242243534617,3.6764386680564516,255
4,0.7834916885708313,0.14683196394982534,5.335974998186104,255
5,0.7694735144267952,0.13084802767258152,5.88066574723032,255
1,-0.0635272827482602,0.3408495600762098,-0.1863792423087073,256
2,0.5563104832305552,0.22058543834664693,2.5219728346543033,256
3,0.6685362640073403,0.16995678475095366,3.9335662002960374,256
4,0.6420927033788852,0.14623025486489258,4.390970281575027,256
5,0.7694735144267952,0.13084802767258152,5.88066574723032,256
1,0.6446988886743672,0.295492953923543,2.1817741510045585,257
2,0.75514630861785,0.19741671709036776,3.8251386191990053,257
3,0.7741127944410209,0.16172308879572675,4.786656006915664,257
4,0.7181295876726448,0.14640997090938465,4.904922685334772,257
5,0.7694735144267952,0.13084802767258152,5.88066574723032,257
1,0.5273722645761137,0.29960591522850394,1.760219801314325,258
2,0.8531698721053013,0.21297943462152233,4.005879129228778,258
3,0.8170462316507144,0.1720897790707733,4.747790578048785,258
4,0.7726833397294957,0.14888950708610288,5.1896426742997575,258
5,0.7694735144267952,0.13084802767258152,5.88066574723032,258
1,0.4940933989548708,0.3045469694260163,1.6223881652347263,259
2,0.45367820835127387,0.23728518685423083,1.9119533518541034,259
3,0.857760626381669,0.16747584601202017,5.121697527177174,259
4,0.7430890672678369,0.14632492668693647,5.078349151390198,259
5,0.7694735144267952,0.13084802767258152,5.88066574723032,259
1,0.7306467817365213,0.2964550090013007,2.4646127053070495,260
2,0.9137359589426318,0.21266880794241919,4.29652080990659,260
3,0.7875317024489248,0.16419871166119104,4.796211215554018,260
4,0.716662124688785,0.14408069507501645,4.974032949491607,260
5,0.7694735144267952,0.13084802767258152,5.88066574723032,260
1,0.6239434668615996,0.3306321422477813,1.8871228387529422,261
2,0.7139722652788268,0.21744126008167158,3.2835178797743203,261
3,1.0388445674955775,0.1704787867899693,6.093688177024858,261
4,0.8566602007977377,0.15132395097232743,5.661101202376053,261
5,0.7694735144267952,0.13084802767258152,5.88066574723032,261
1,0.9935038829682696,0.2863900551341361,3.46905859738371,262
2,1.0873105280185955,0.20462483623912117,5.313678182974732,262
3,0.9501087047204818,0.16889709499744718,5.625370316374254,262
4,0.7635681609581901,0.14797531473521053,5.16010499673227,262
5,0.7694735144267952,0.13084802767258152,5.88066574723032,262
1,0.4538631784991064,0.3263030249784867,1.3909254397167474,263
2,0.7916088728920452,0.20850385972367874,3.796614959268047,263
3,0.9399147648758308,0.16633353627541192,5.650783275114994,263
4,0.8404656051386186,0.14330091240159307,5.86504015259344,263
5,0.7694735144267952,0.13084802767258152,5.88066574723032,263
1,0.7008706552405626,0.2918139951454147,2.4017719057350546,264
2,0.5036806195584609,0.2145540132004934,2.3475702553640354,264
3,0.4297121945177096,0.17276656041951446,2.487241706232246,264
4,0.5320610150912347,0.14734594466050724,3.6109647694555225,264
5,0.7694735144267952,0.13084802767258152,5.88066574723032,264
1,1.001655244419842,0.2966564816647823,3.3764819120038596,265
2,0.9770467684643938,0.20382363564318393,4.793589150646019,265
3,0.7017767846694208,0.16866169336481676,4.160854611790665,265
4,0.7163947720009347,0.14763202992713959,4.852570084923272,265
5,0.7694735144267952,0.13084802767258152,5.88066574723032,265
1,1.0968364727887592,0.30656578356326386,3.577817654795166,266
2,0.8671174649087948,0.21017553401897043,4.125682225365626,266
3,0.7328787572128775,0.1732558306925058,4.23003805576731,266
4,0.67577135010129,0.15083404239381312,4.4802309835131,266
5,0.7694735144267952,0.13084802767258152,5.88066574723032,266
1,0.6047549769960825,0.31228863362197967,1.936525738967908,267
2,0.7392769794952825,0.20921453770558401,3.5335832184646074,267
3,0.8938637743720875,0.17048660995185658,5.243014537179807,267
4,0.8374035454302357,0.14542892557852147,5.75816359846581,267
5,0.7694735144267952,0.13084802767258152,5.88066574723032,267
1,0.8019614461387438,0.2878006447760626,2.7865171975648253,268
2,1.0561686075143406,0.20965062146519522,5.03775567242799,268
3,0.8319922360818774,0.1747888156640625,4.759985545533617,268
4,0.9344013659441055,0.146701411574304,6.369409509538584,268
5,0.7694735144267952,0.13084802767258152,5.88066574723032,268
1,0.8071332492435539,0.28438770595471785,2.8381439575031107,269
2,0.5939656754492443,0.1985361531236018,2.991725517515501,269
3,0.8849929451476688,0.16134788136892983,5.484998858609671,269
4,0.8308721386666026,0.1437644393894849,5.77939956636713,269
5,0.7694735144267952,0.13084802767258152,5.88066574723032,269
1,0.5622915771613615,0.2912960559391878,1.9303096135251068,270
2,0.7997895235272966,0.21319401393724988,3.751463320929364,270
3,0.8078148698414156,0.17148636302652653,4.710665358950192,270
4,0.718772888766999,0.14785511266305867,4.861332664261552,270
5,0.7694735144267952,0.13084802767258152,5.88066574723032,270
1,0.21427577068662676,0.29706552265148534,0.7213081099889643,271
2,0.3238860644898385,0.22530528670432118,1.4375431186170502,271
3,0.65347865601644906,0.17332938738326142,3.7701549972682593,271
4,0.7338674540530584,0.14490723945766673,5.06439469000754,271
5,0.7694735144267952,0.13084802767258152,5.88066574723032,271
1,0.9278885175163115,0.2868812940311136,3.2343988151966356,272
2,1.0651369716873218,0.2248682508559422,4.736715688555263,272
3,0.7909856394417265,0.17594546418373522,4.495629615184175,272
4,0.7684958504647191,0.14780869465123567,5.1992601130673375,272
5,0.7694735144267952,0.13084802767258152,5.88066574723032,272
1,0.8271349363321265,0.2715929621215122,3.045494735471318,273
2,0.8235388309002379,0.20215453523733048,4.07380833644617,273
3,0.6523377776570778,0.17145425899340636,3.804733586012377,273
4,0.7955372401861726,0.15045128990893913,5.287673111129008,273
5,0.7694735144267952,0.13084802767258152,5.88066574723032,273
1,0.5439845742151223,0.2803081646353121,1.9406661768944893,274
2,0.7638533728815343,0.20315825405459356,3.759893371973301,274
3,0.7922521930469258,0.1630099409797477,4.8601464934298395,274
4,0.8772318691934695,0.14405574691395492,6.08953053235317,274
5,0.7694735144267952,0.13084802767258152,5.88066574723032,274
1,0.8928541949175975,0.3128513416263309,2.853924775505745,275
2,0.7383312889377988,0.21859261758072918,3.3776588482688497,275
3,0.7895448466386643,0.1696470003534115,4.654045429591276,275
4,0.7505194789442938,0.14546934188542893,5.1592965859115525,275
5,0.7694735144267952,0.13084802767258152,5.88066574723032,275
1,0.9359898339160423,0.29646310483030125,3.1571882594018343,276
2,0.793213005792499,0.20176806176008238,3.931311025506553,276
3,0.7536895674930958,0.16594736514421388,4.54173868225093,276
4,0.6898303993944064,0.14386406423242334,4.795015371454632,276
5,0.7694735144267952,0.13084802767258152,5.88066574723032,276
1,0.7831241828651719,0.29927370298471045,2.6167490663393864,277
2,0.84721466708448,0.2054168242666742,4.1243684401654335,277
3,0.6120354144927309,0.17617804087136754,3.47395970272819,277
4,0.657829266076794,0.1477926100345881,4.451029492765852,277
5,0.7694735144267952,0.13084802767258152,5.88066574723032,277
1,-0.15572884747255192,0.33814319982656527,-0.4605411185332893,278
2,0.6362907054945407,0.21558756892701725,2.951425764766353,278
3,0.7449244838193327,0.170363749188494,4.372552772333818,278
4,0.7625828262868669,0.14841686113796893,5.138114500197971,278
5,0.7694735144267952,0.13084802767258152,5.88066574723032,278
1,1.1765810296492218,0.3068581679160113,3.8342829120040185,279
2,0.8183794296589435,0.22615097119048824,3.618730555747284,279
3,0.801427205150434,0.17227159553607563,4.652114602274094,279
4,0.8353224502558357,0.14603972277163949,5.719830429711368,279
5,0.7694735144267952,0.13084802767258152,5.88066574723032,279
1,0.7654899721155185,0.2716605025179394,2.8178184352175695,280
2,0.6812853182899594,0.19685712289668794,3.4608111114552,280
3,0.6646981319573299,0.16816697146507556,3.9526080904380945,280
4,0.92735302530744,0.1441683816523392,6.4324300146737015,280
5,0.7694735144267952,0.13084802767258152,5.88066574723032,280
1,1.005944247366765,0.293439178118511,3.428118405376992,281
2,0.8250617520015716,0.19841177946056554,4.15833048947355,281
3,0.7112625944488513,0.16211891080201585,4.387289495902579,281
4,0.7305629191007651,0.14494460183766333,5.040290634065759,281
5,0.7694735144267952,0.13084802767258152,5.88066574723032,281
1,0.8696661920788987,0.2959004695412041,2.939049719749762,282
2,0.8518319711232318,0.20570087353211697,4.141119852805251,282
3,0.989775103749779,0.16577972872194907,5.97042299067735,282
4,0.7783368178357727,0.14680574776592403,5.301814334114493,282
5,0.7694735144267952,0.13084802767258152,5.88066574723032,282
1,1.1498536958100665,0.2957608750689798,3.887781626091984,283
2,1.2014220883155757,0.20672243916642669,5.811764282388053,283
3,1.007388050950928,0.17012517161029445,5.921452077994378,283
4,0.9211535156680671,0.14453944774552374,6.373025011759078,283
5,0.7694735144267952,0.13084802767258152,5.88066574723032,283
1,1.055573391107431,0.28511856899092136,3.7022260417596375,284
2,1.1736527593150967,0.19587665075926364,5.991795115782022,284
3,0.9559119600021777,0.16622763862081114,5.750619860411714,284
4,0.8670071042384112,0.1462314624024396,5.929005222230116,284
5,0.7694735144267952,0.13084802767258152,5.88066574723032,284
1,0.03686652970279954,0.31279131296080587,0.11786302296515211,285
2,0.36524852098384303,0.20429113865795237,1.7878823495882705,285
3,0.5522009748220972,0.1630582488812019,3.3865258495717687,285
4,0.76551469391523,0.14514732699271318,5.274052989991755,285
5,0.7694735144267952,0.13084802767258152,5.88066574723032,285
1,0.8516500600064688,0.2994947836868277,2.843622348017295,286
2,0.8400970678602094,0.21008934925720074,3.9987608645106762,286
3,0.6940283933551904,0.17051684611112167,4.070145614251562,286
4,0.7847000469305405,0.15059635211693023,5.210617892797707,286
5,0.7694735144267952,0.13084802767258152,5.88066574723032,286
1,0.7354040212481056,0.283736247142037,2.591857856215198,287
2,0.7760369660298049,0.19971937869294076,3.8856367925264053,287
3,0.8737513616501967,0.16630514516372769,5.253904566752803,287
4,0.7037607464340678,0.1464026185472968,4.807022944106092,287
5,0.7694735144267952,0.13084802767258152,5.88066574723032,287
1,0.4521818173869206,0.3132410988130291,1.4435583935198235,288
2,0.9374898270382114,0.21100493819251762,4.442975766675471,288
3,0.6884431719142811,0.1750267632557612,3.933359442340143,288
4,0.7630963374440675,0.14965344160205896,5.09908979890489,288
5,0.7694735144267952,0.13084802767258152,5.88066574723032,288
1,0.70160969399851425,0.295699730161838,2.3727099568691514,289
2,0.7655196743730577,0.20831040570194104,3.674898869278735,289
3,0.8458228248249301,0.16348160646093596,5.173810333378636,289
4,0.8142675208020155,0.1426218906090172,5.709274483215508,289
5,0.7694735144267952,0.13084802767258152,5.88066574723032,289
1,0.5724050986673604,0.2823014065246394,2.027638139370732,290
2,0.7106330276621053,0.20043405600562136,3.54547047454937,290
3,0.7731664122091287,0.16630724035968353,4.6490243632024155,290
4,0.7466863052412088,0.14396801141715906,5.18647370267291,290
5,0.7694735144267952,0.13084802767258152,5.88066574723032,290
1,0.7104906555335654,0.32413214462841994,2.191978386926298,291
2,0.677448163052948,0.21299145310403247,3.1806354348033796,291
3,0.651624419289731,0.16773069096353577,3.8849444639287425,291
4,0.7446472725075665,0.1455194045866279,5.117168219749531,291
5,0.7694735144267952,0.13084802767258152,5.88066574723032,291
1,0.6781249669490441,0.2700284967572362,2.511308899218511,292
2,0.8276931900041622,0.19817247305201174,4.176630473733495,292
3,0.7802583123424349,0.1697740347760838,4.595863633514532,292
4,0.6158256282829189,0.14768702132039427,4.169801941816798,292
5,0.7694735144267952,0.13084802767258152,5.88066574723032,292
1,0.7276436293628548,0.2745699393406716,2.6501212445548665,293
2,0.5500348064770189,0.1961493216560973,2.8041636944397816,293
3,0.5866093958157165,0.16540694165489234,3.54646177449812,293
4,0.5960507321702908,0.1459243201337142,4.084656564609067,293
5,0.7694735144267952,0.13084802767258152,5.88066574723032,293
1,0.7224480115136631,0.32997662124013627,2.189391505369439,294
2,0.748487697412176,0.20794306480058838,3.5994838208716167,294
3,0.8551846238978993,0.16837200226745244,5.079137934936899,294
4,0.7954057936752215,0.14570045922864602,5.459185220734277,294
5,0.7694735144267952,0.13084802767258152,5.88066574723032,294
1,0.038207790339459424,0.34663181869240756,0.11022586005978888,295
2,0.245563414655268,0.2244993006398282,1.093827080776673,295
3,0.5803542146119133,0.170409143721318,3.4056518443693795,295
4,0.7081785594848171,0.14580472607507772,4.8570343263095745,295
5,0.7694735144267952,0.13084802767258152,5.88066574723032,295
1,0.9398564929574976,0.26890375419760904,3.4951408386319005,296
2,0.6054344002565827,0.19897510991643483,3.0427644970813277,296
3,0.7972282127961571,0.1631546719253409,4.886333951631899,296
4,0.745759055383242,0.14425508890263256,5.169724417047116,296
5,0.7694735144267952,0.13084802767258152,5.88066574723032,296
1,0.5265189332776655,0.2940054131682909,1.7908477521000004,297
2,0.7600296375562088,0.20845836795723133,3.64595408188239,297
3,0.700798248962181,0.17392181508886825,4.02938670231849,297
4,0.8294428384233731,0.1454705028600891,5.701793986517776,297
5,0.7694735144267952,0.13084802767258152,5.88066574723032,297
1,0.8477418172920852,0.3061850019140421,2.7687241765358546,298
2,1.0449270299863178,0.20299150623960246,5.147639176355146,298
3,0.7960923484648007,0.16585137576062167,4.800034638324767,298
4,0.7619957762893507,0.14767054995156204,5.160106578727415,298
5,0.7694735144267952,0.13084802767258152,5.88066574723032,298
1,1.2625769746397069,0.28277484683636306,4.464955029647098,299
2,0.7805840173656912,0.2033702658769705,3.838240629718742,299
3,0.6999959831179466,0.1677358443663713,4.173204515482119,299
4,0.6332694768155839,0.1461333748275639,4.3335034010049815,299
5,0.7694735144267952,0.13084802767258152,5.88066574723032,299
1,1.1640894437924623,0.2758419966551944,4.220131299468468,300
2,0.8085847628618931,0.2084955075374145,3.8781879399333947,300
3,0.6903383216077867,0.1732020591653488,3.9857396900157487,300
4,0.8030172850518181,0.14441152368390064,5.560617771816644,300
5,0.7694735144267952,0.13084802767258152,5.88066574723032,300
1,1.3318360460508138,0.2549607381059949,5.223690737422988,301
2,1.1329189355150602,0.19568601736693056,5.78947310982739,301
3,0.7984627783339326,0.16216737541449455,4.923695510845431,301
4,0.8432578663043775,0.14080123245648907,5.988994922789218,301
5,0.7694735144267952,0.13084802767258152,5.88066574723032,301
1,0.686988850984103,0.29879576611650355,2.2991920531974306,302
2,0.6177383149407512,0.20260420865414566,3.0489905369895736,302
3,0.7178544861975874,0.16732208772638443,4.2902553748400996,302
4,0.6758939587229795,0.14363081159788932,4.7057727461376535,302
5,0.7694735144267952,0.13084802767258152,5.88066574723032,302
1,0.4593313735604527,0.32280297183375806,1.4229465452288528,303
2,0.49838616362111493,0.21824992190748346,2.283557122336024,303
3,0.6549876850446158,0.1724217929448958,3.7987523146447213,303
4,0.7466285191999824,0.1453391260910707,5.1371474377253294,303
5,0.7694735144267952,0.13084802767258152,5.88066574723032,303
1,0.5897729091863879,0.3456254903396839,1.7063929764172012,304
2,0.8654137972143643,0.21288866353878397,4.065100427748721,304
3,1.0034477976733205,0.16287032953268996,6.161022701632816,304
4,0.9055639986974102,0.14411190543403918,6.283755640937604,304
5,0.7694735144267952,0.13084802767258152,5.88066574723032,304
1,0.4008486566063497,0.31557555529589193,1.27021453303157,305
2,0.5760594425688306,0.2170153316271233,2.6544642641130003,305
3,0.4792399515982157,0.17237686850509665,2.7801871315700692,305
4,0.5948686352186688,0.14897251715817453,3.9931434775117296,305
5,0.7694735144267952,0.13084802767258152,5.88066574723032,305
1,0.6889868765906957,0.3175068396373494,2.1699906602882764,306
2,1.0039491434789038,0.21029833117318467,4.773928246972786,306
3,0.8631493078899726,0.16781541573037936,5.14344468375153,306
4,0.90917605962444,0.14578795891273297,6.236290475598623,306
5,0.7694735144267952,0.13084802767258152,5.88066574723032,306
1,0.9510561790543767,0.2803899379260676,3.3919055230332424,307
2,0.7874102269058184,0.19157454976786173,4.110202674937531,307
3,0.763932639823388,0.16333160309608374,4.6771881579707895,307
4,0.8153395805579179,0.1398172268817327,5.831467257232829,307
5,0.7694735144267952,0.13084802767258152,5.88066574723032,307
1,0.359791600222849,0.30427910603562175,1.182439388988899,308
2,0.7151876708294166,0.20415357226522893,3.5031847000956255,308
3,0.7190812306217419,0.16367338514159901,4.393391326266284,308
4,0.7037814905593075,0.1467416119547435,4.796059421620368,308
5,0.7694735144267952,0.13084802767258152,5.88066574723032,308
1,0.8336632488687469,0.2688812357774514,3.100488758385343,309
2,0.8044952893324127,0.19934083357248142,4.0357776924811235,309
3,0.8958823906610066,0.1659063695601964,5.399927640125658,309
4,0.7992563208636085,0.1484114042481856,5.385410406379736,309
5,0.7694735144267952,0.13084802767258152,5.88066574723032,309
1,0.7831410680106757,0.2941435443439029,2.6624452008882207,310
2,0.6036086187547859,0.2079547860679444,2.902595463984997,310
3,0.562140451307057,0.1693007595489734,3.3203657963769944,310
4,0.7084598236695545,0.14640177526700882,4.839147765643275,310
5,0.7694735144267952,0.13084802767258152,5.88066574723032,310
1,0.4047979257508672,0.28976592180173966,1.396982513450403,311
2,0.8184202757421357,0.20127223674966635,4.066235308747779,311
3,0.7143287944362079,0.16496112423383144,4.330285682483898,311
4,0.7587338443831892,0.1425322193854663,5.323244440130816,311
5,0.7694735144267952,0.13084802767258152,5.88066574723032,311
1,0.598058189722896,0.29265772127267337,2.043541469270434,312
2,0.8224288139088641,0.2014016019294076,4.083526675210509,312
3,0.6656073283594108,0.16709714981306692,3.9833553660492216,312
4,0.8264824914364249,0.14546603397420194,5.681618374107867,312
5,0.7694735144267952,0.13084802767258152,5.88066574723032,312
1,1.152593255998985,0.2529211968104446,4.557123999625909,313
2,0.8269222117924653,0.19529455095317294,4.23423084646505,313
3,0.8773467700432076,0.16614331918678535,5.2806623482516155,313
4,0.8065906961522593,0.14325110980892092,5.630606961636461,313
5,0.7694735144267952,0.13084802767258152,5.88066574723032,313
1,0.7137285739725154,0.32127693513402766,2.2215369231991957,314
2,0.26883819698736483,0.2193665166513939,1.2255206541597632,314
3,0.32086813035783,0.18186942831747555,1.7642774452323844,314
4,0.7286909570655283,0.14915457486322453,4.8854750699651115,314
5,0.7694735144267952,0.13084802767258152,5.88066574723032,314
1,1.0795917792584764,0.3084811162417901,3.499701350964651,315
2,0.7263814283249229,0.20730411764210435,3.503941149779611,315
3,0.7908999260540381,0.16468576249027372,4.8024790613016615,315
4,0.8807315106270904,0.14367631360016603,6.129970129092126,315
5,0.7694735144267952,0.13084802767258152,5.88066574723032,315
1,0.41915041960983523,0.34364090484773635,1.2197337793518974,316
2,0.7099999573700855,0.20808622447948663,3.4120469009714673,316
3,0.7472837108352667,0.17245369431292407,4.333242693422912,316
4,0.8372468655770566,0.1459160026054798,5.7378687095805505,316
5,0.7694735144267952,0.13084802767258152,5.88066574723032,316
1,0.5832023417150454,0.2891587862021313,2.016893034359911,317
2,0.47306717302383045,0.21168493908732317,2.2347701025091977,317
3,0.5058113605387443,0.17234765930774484,2.9348316221432693,317
4,0.7167405520989267,0.14843685131109388,4.828589031417692,317
5,0.7694735144267952,0.13084802767258152,5.88066574723032,317
1,0.7078934830320783,0.28779267420512816,2.459734199236488,318
2,0.9793219094469494,0.20971580950226243,4.669757190796741,318
3,0.9479662663192995,0.1658725973506033,5.7150263603553055,318
4,0.8847279403157747,0.147197550541247,6.010480045779433,318
5,0.7694735144267952,0.13084802767258152,5.88066574723032,318
1,0.7195674621415813,0.2779485045901097,2.5888517126678785,319
2,0.8678312401346863,0.202587017887658,4.28374556861255,319
3,0.9368580644697382,0.16735255552445044,5.5981102979503765,319
4,0.8800425025110834,0.1456904572800484,6.040495163107714,319
5,0.7694735144267952,0.13084802767258152,5.88066574723032,319
1,1.3777076114829387,0.2783354548997684,4.9498099765229915,320
2,0.8239214311662247,0.19327428375533576,4.262964607382634,320
3,0.6279663563278697,0.16510720290545985,3.803385589951774,320
4,0.6658381776873021,0.14446668511323327,4.608939266277321,320
5,0.7694735144267952,0.13084802767258152,5.88066574723032,320
1,0.7540539271360004,0.3432075933002386,2.1970782169622707,321
2,0.8793522421418803,0.19924138787135945,4.413501891030973,321
3,0.7304423073214665,0.15993799639804523,4.567034249344855,321
4,0.7010938566323619,0.14455540023696759,4.850001144772653,321
5,0.7694735144267952,0.13084802767258152,5.88066574723032,321
1,0.3094320607640462,0.29693868712916577,1.0420739168603044,322
2,0.6103848063221292,0.20156972581571048,3.0281571493538015,322
3,0.8312809481676644,0.16349816777189732,5.084344121381329,322
4,0.8226029168745294,0.14793340290584073,5.560629991038023,322
5,0.7694735144267952,0.13084802767258152,5.88066574723032,322
1,0.5117237352774491,0.30934132872067466,1.654236559317036,323
2,0.543585152882831,0.21565035726219886,2.5206781930897155,323
3,0.6943345475941454,0.16958670875314785,4.0942745613680485,323
4,0.5830785740040326,0.15009479428842418,3.884735488451258,323
5,0.7694735144267952,0.13084802767258152,5.88066574723032,323
1,0.8106589777395893,0.32500298508783876,2.494312406147568,324
2,0.4921514396713611,0.22414970102060036,2.195637279150911,324
3,0.5230021625451372,0.1782044331040053,2.934843726586184,324
4,0.6990728014665764,0.14600727401189043,4.787931328747675,324
5,0.7694735144267952,0.13084802767258152,5.88066574723032,324
1,0.36558958104083933,0.2984173420607582,1.2250949576730858,325
2,0.629877128562548,0.20249287534584973,3.1106137807897833,325
3,0.46606401892775073,0.16588496191053795,2.8095615995565644,325
4,0.7067509308504619,0.1457972779235617,4.847490576751342,325
5,0.7694735144267952,0.13084802767258152,5.88066574723032,325
1,1.351110242837282,0.2904483681503507,4.651808689583959,326
2,1.0151102510424435,0.21426677127784458,4.73759997870191,326
3,1.0290727064958454,0.17276253862699786,5.956573193900907,326
4,0.7838762254524425,0.14851112525491364,5.2782323486334715,326
5,0.7694735144267952,0.13084802767258152,5.88066574723032,326
1,0.7147047598844367,0.3072368001269317,2.3262342258126756,327
2,1.1039644943994036,0.20447380193906464,5.399051046785919,327
3,0.9337607898186743,0.16697490192773554,5.592222418090074,327
4,0.7899201810849115,0.145022747354522,5.446870890908417,327
5,0.7694735144267952,0.13084802767258152,5.88066574723032,327
1,0.8752235502530467,0.279988812295265,3.125923293428135,328
2,0.8391082191904579,0.21069539457751527,3.9825655462143867,328
3,0.8703141093947296,0.16892908331438772,5.151949518218956,328
4,0.8726567577298723,0.14377364152773142,6.069657473074104,328
5,0.7694735144267952,0.13084802767258152,5.88066574723032,328
1,0.73597871605766,0.28989433469925446,2.538782680321047,329
2,0.8087785433671244,0.20931063388375087,3.8640107688762355,329
3,0.5657791437874454,0.17330344283487029,3.264673422134724,329
4,0.8387533349732136,0.14650866343459276,5.724940186541707,329
5,0.7694735144267952,0.13084802767258152,5.88066574723032,329
1,0.4117610658431204,0.3096250914272112,1.3298698240026845,330
2,1.1066533173484923,0.2080381595298605,5.319472734470381,330
3,1.1424953430875642,0.16772788296779612,6.811600569160729,330
4,0.893743266900957,0.1449536626869954,6.165717032144643,330
5,0.7694735144267952,0.13084802767258152,5.88066574723032,330
1,0.7727775815708313,0.3026684382226611,2.553214950685838,331
2,0.9297717778004508,0.2167535784783088,4.289533692259184,331
3,0.9344861420746623,0.16411967800227742,5.693931120567363,331
4,0.7948745687387947,0.143323713834785,5.546008734151827,331
5,0.7694735144267952,0.13084802767258152,5.88066574723032,331
1,1.107599057410037,0.30012559896274166,3.69045180163901,332
2,0.9228557175815049,0.19411340438092098,4.754209120821594,332
3,0.8270795786627453,0.16955859357049596,4.877839343004914,332
4,0.7238564528363793,0.14744955974325344,4.909180156907857,332
5,0.7694735144267952,0.13084802767258152,5.88066574723032,332
1,0.9391253622650511,0.2905008698793821,3.232779862776253,333
2,0.9167908586563309,0.21049949311839397,4.355311478781986,333
3,0.8919958559227358,0.16994391170324738,5.248766178104226,333
4,0.9580496217705297,0.14501643187315413,6.606490101815052,333
5,0.7694735144267952,0.13084802767258152,5.88066574723032,333
1,1.628538341870624,0.2764750270819353,5.890363260143548,334
2,1.1268672277812253,0.20295092890701,5.552412269556767,334
3,1.0949726983499166,0.16327389377102544,6.706355027494483,334
4,0.8401644650080917,0.14513021533677448,5.78903891969354,334
5,0.7694735144267952,0.13084802767258152,5.88066574723032,334
1,0.7068641846817381,0.2644838382180302,2.672617689777425,335
2,0.8286847737511739,0.19593743621999452,4.229333555333161,335
3,0.6504772139118687,0.16897049385643506,3.849649717331971,335
4,0.8045422711799036,0.14315381723268233,5.620124469836525,335
5,0.7694735144267952,0.13084802767258152,5.88066574723032,335
1,0.41728722736971247,0.300836312551471,1.3870906202465754,336
2,0.3202683974661409,0.2215677037526859,1.4454651650117059,336
3,0.5272912980893903,0.17778909199078097,2.965824799401824,336
4,0.5392809661185238,0.15266894577579432,3.5323553416717632,336
5,0.7694735144267952,0.13084802767258152,5.88066574723032,336
1,0.3609740559769717,0.2988828169715113,1.2077444251717513,337
2,0.4271374070583772,0.21035586092289024,2.0305467372499413,337
3,0.715728657857984,0.1650969322679058,4.335202647475957,337
4,0.7075091632543496,0.14458544535396645,4.893363654427755,337
5,0.7694735144267952,0.13084802767258152,5.88066574723032,337
1,1.4298646638856993,0.2863709915803356,4.993049945439672,338
2,1.2339361942204365,0.20779602472681638,5.938208855740421,338
3,0.9157126890728611,0.17600220282579807,5.202847886962002,338
4,0.7860800076174088,0.15080075367870815,5.21270609357967,338
5,0.7694735144267952,0.13084802767258152,5.88066574723032,338
1,0.5515390889963937,0.2822960781887535,1.9537610743129574,339
2,0.5598664200243134,0.2087285289302064,2.6822707125556313,339
3,0.49081665310589556,0.16766076726862866,2.927438905963621,339
4,0.7293543329186027,0.14472104835077865,5.039725328348746,339
5,0.7694735144267952,0.13084802767258152,5.88066574723032,339
1,0.3486813483603847,0.30357319131339844,1.1485907133361397,340
2,0.6290627959399585,0.21168505013387662,2.9716921225288155,340
3,1.0125310084397405,0.1700053786120265,5.955876318186748,340
4,0.9187699371131247,0.14871458927938153,6.178075342608683,340
5,0.7694735144267952,0.13084802767258152,5.88066574723032,340
1,0.48028834692141187,0.3173937040394507,1.5132258164192003,341
2,0.6115835847377534,0.207393992370653,2.948897302891666,341
3,0.5491086821113255,0.1742872600000821,3.150595643715248,341
4,0.6629007066354852,0.14766604959203256,4.489188330472223,341
5,0.7694735144267952,0.13084802767258152,5.88066574723032,341
1,0.4201444191645323,0.3061338124185182,1.3724208242314286,342
2,0.5937860063267862,0.20214649034424892,2.9374044798679804,342
3,0.6832228315600151,0.1671729686071367,4.086921691063683,342
4,0.8171509359806576,0.1433703546331023,5.699580907585956,342
5,0.7694735144267952,0.13084802767258152,5.88066574723032,342
1,1.3540927278698969,0.2806423634763379,4.824976212060963,343
2,1.0774854012304467,0.20609526211655327,5.228093989958368,343
3,0.9006965290372285,0.16598712140257996,5.426303688059674,343
4,0.7814486420878973,0.14489808457142145,5.393091595373815,343
5,0.7694735144267952,0.13084802767258152,5.88066574723032,343
1,0.8661630377544703,0.27112429634152074,3.1947082922565198,344
