stage,estimate,se,z,nsim
5,0.7694735144267952,0.13084802767258152,5.88066574723032,42
1,1.0419737866818237,0.28242293788427136,3.6894092048174714,43
2,0.6942421516750972,0.20589727423346726,3.37178893824449,43
3,0.9185362284560008,0.165447386631094,5.5518328041294795,43
4,0.7635750813017564,0.14640360622561738,5.215548311870393,43
5,0.7694735144267952,0.13084802767258152,5.88066574723032,43
1,1.1858691701307937,0.29686875942420593,3.9945906481734736,44
2,0.8851773433010098,0.21281742730122988,4.159327337643718,44
3,0.7911462403778092,0.17333481732456146,4.564266156039639,44
4,0.8039443927707788,0.14749331302584703,5.4507175700222685,44
5,0.7694735144267952,0.13084802767258152,5.88066574723032,44
1,1.062906658260989,0.29175275401536827,3.643176092195516,45
2,1.0854616257372451,0.201105863914143,5.397463826319133,45
3,0.8065762271303027,0.1666784231459244,4.83911601697934,45
4,0.8881654817045473,0.14484993910184418,6.131624819531868,45
5,0.7694735144267952,0.13084802767258152,5.88066574723032,45
1,0.24789292359684237,0.34514485348192914,0.7182286541317974,46
2,0.6620600182173215,0.21539244307852862,3.0737383761228108,46
3,0.716958425237294,0.17100113116494528,4.1927115940872115,46
4,0.7260212398434129,0.14518444072863765,5.000682140591152,46
5,0.7694735144267952,0.13084802767258152,5.88066574723032,46
1,0.5454857006786631,0.2782648299184534,1.9603113366447344,47
2,0.8573806150386596,0.20285889226072967,4.226487710169929,47
3,0.7172838941104315,0.17001881573662386,4.218850078461762,47
4,0.8051055188724215,0.1448176283560523,5.55944416444225,47
5,0.7694735144267952,0.13084802767258152,5.88066574723032,47
1,0.8571852998002264,0.28432657061872363,3.0147913996743383,48
2,0.7944545988132379,0.20380428314482982,3.898125135322466,48
3,0.8238140409908764,0.17198155492832531,4.790130205150241,48
4,0.8054855307435419,0.14572525102315034,5.527425927134482,48
5,0.7694735144267952,0.13084802767258152,5.88066574723032,48
1,0.15398270951144047,0.30732148623678374,0.5010476533775465,49
2,0.595933012317155,0.2090354572082899,2.8508704708567576,49
3,0.5273403120187191,0.16901088743827583,3.1201558669485605,49
4,0.6419937461661757,0.14745980732106898,4.3536863219164665,49
5,0.7694735144267952,0.13084802767258152,5.88066574723032,49
1,1.4090041343634594,0.27196193061544227,5.180887380726127,50
2,0.8589485593553191,0.21202357749538955,4.051193596023522,50
3,0.7511965551557264,0.17353348100203975,4.328827790568534,50
4,0.7658814569708596,0.14845334799212517,5.1590716365082345,50
5,0.7694735144267952,0.13084802767258152,5.88066574723032,50
1,0.7527692260453748,0.29117771045174123,2.5852570407175315,51
2,0.5820536242198185,0.21068622830525335,2.7626562443203855,51
3,0.60455345262224,0.17144671008523682,3.5261887050598926,51
4,0.7471505674678629,0.1460198682859305,5.11677332844063,51
5,0.7694735144267952,0.13084802767258152,5.88066574723032,51
1,0.8718379962182734,0.28355754520615356,3.0746422056391585,52
2,0.489366328241937,0.2047087445121737,2.3905492137529825,52
3,0.5215609365401798,0.16637200596833934,3.13490802436699,52
4,0.6029863823940974,0.1460929568836374,4.12741582658481,52
5,0.7694735144267952,0.13084802767258152,5.88066574723032,52
1,0.8707862247994419,0.29212497774476104,2.9808687758301713,53
2,0.45691589583765163,0.22005377251330854,2.0763829250417327,53
3,0.5451721523436724,0.17788996184178513,3.0646594484546976,53
4,0.8340430833405217,0.14466587641826467,5.7653062628888225,53
5,0.7694735144267952,0.13084802767258152,5.88066574723032,53
1,1.2236771939186815,0.3130885510151956,3.908406072182725,54
2,1.1772980980702932,0.2022817270718167,5.8200911921832335,54
3,1.037483021909663,0.17213757208050703,6.027057366792895,54
4,0.7667844945899657,0.14835207454387314,5.168680633200039,54
5,0.7694735144267952,0.13084802767258152,5.88066574723032,54
1,0.7795677475992677,0.30229145766382626,2.5788613202104216,55
2,0.8132768688722821,0.19936570111367727,4.079321891023551,55
3,0.8047114413612368,0.16143969080892043,4.984594787868438,55
4,0.6918320143106856,0.14462356828329148,4.783674075552551,55
5,0.7694735144267952,0.13084802767258152,5.88066574723032,55
1,0.3078529304799371,0.29343101617854783,1.0491492497596566,56
2,0.5241725061045834,0.21509013864593682,2.436989949443623,56
3,0.8335167424762282,0.1720566394342795,4.84443230564553,56
4,0.8675200626359606,0.14629591489681051,5.9298994319005,56
5,0.7694735144267952,0.13084802767258152,5.88066574723032,56
1,1.425951255580165,0.2982066920078174,4.781754715091317,57
2,0.9413657769380573,0.2032001654763357,4.632701822517398,57
3,0.9271712988661348,0.16869365557671395,5.4961835742809,57
4,0.9450616805176378,0.14507952300867968,6.514094207913115,57
5,0.7694735144267952,0.13084802767258152,5.88066574723032,57
1,0.9103736869432324,0.30570068223027075,2.9779903672491264,58
2,0.6680600352261363,0.21793248011344557,3.0654450170914185,58
3,0.8523805671224688,0.17056435136989326,4.997413353239091,58
4,0.7121255792036402,0.14866896868607635,4.790008200751948,58
5,0.7694735144267952,0.13084802767258152,5.88066574723032,58
1,0.9056447274898344,0.32235180082530296,2.8094917576733014,59
2,0.7317251661925731,0.21203378882813595,3.450983780635421,59
3,1.0418071174499846,0.1641162853762404,6.347981341776153,59
4,0.8902040606423475,0.14641547410733885,6.079986190460502,59
5,0.7694735144267952,0.13084802767258152,5.88066574723032,59
1,1.0000621730306114,0.26615942264550296,3.7573803064736566,60
2,0.5694511311229304,0.19895358722755757,2.8622310311580765,60
3,0.4607087980348904,0.17473119174490484,2.636671755249587,60
4,0.7176064506899245,0.14922062779377154,4.809029832535508,60
5,0.7694735144267952,0.13084802767258152,5.88066574723032,60
1,0.9743645029978496,0.3233382008340431,3.0134530979775973,61
2,0.8596294929080034,0.21505794377854698,3.997199442180082,61
3,0.716379504561613,0.1743274844005448,4.109389331378284,61
4,0.8329118859656883,0.1473806843451302,5.651431798316316,61
5,0.7694735144267952,0.13084802767258152,5.88066574723032,61
1,1.3843856953112288,0.2928970194029736,4.726527084956652,62
2,0.9273556147030837,0.20668622679379106,4.4867799325027,62
3,0.6607569021370981,0.1672887558590171,3.949798650507941,62
4,0.745435285119461,0.1430941816076463,5.209403182886845,62
5,0.7694735144267952,0.13084802767258152,5.88066574723032,62
1,0.7598023517420835,0.2911902946770024,2.609298337311965,63
2,0.5197339423810161,0.20628149588445485,2.5195373930783225,63
3,0.5298450102148696,0.18075776630805898,2.9312434040143747,63
4,0.6868714830647142,0.15189163235215977,4.522115355717602,63
5,0.7694735144267952,0.13084802767258152,5.88066574723032,63
1,1.0208002700111938,0.28688638441866027,3.5582039631463136,64
2,0.5698319410633098,0.21149574020274184,2.694295121580527,64
3,0.914115972518281,0.1659245919645444,5.509225375787659,64
4,0.8416944255364052,0.14412230532368234,5.840139898165346,64
5,0.7694735144267952,0.13084802767258152,5.88066574723032,64
1,0.8541248874505539,0.29294106272866793,2.915688498889873,65
2,0.9330156676774948,0.20254294518172808,4.606507853632537,65
3,0.8575492508247486,0.1637887089107697,5.23570432008187,65
4,0.8651815149886328,0.14280952547158388,6.058289964423878,65
5,0.7694735144267952,0.13084802767258152,5.88066574723032,65
1,1.0071058269444588,0.3113800972790129,3.2343294762415056,66
2,0.9550207811857313,0.213011896455885,4.483415232085487,66
3,1.1113700964758404,0.16903129444423298,6.574936908162322,66
4,0.8671135456123211,0.15000643393512308,5.780509027948379,66
5,0.7694735144267952,0.13084802767258152,5.88066574723032,66
1,1.030370352136956,0.29456590308739045,3.4979281082348166,67
2,0.9425044856783641,0.2088268303721676,4.513330418311903,67
3,0.7231512038784756,0.16887513457261014,4.282165078409143,67
4,0.6983743002033593,0.1465936842754543,4.764013563443097,67
5,0.7694735144267952,0.13084802767258152,5.88066574723032,67
1,0.7420610402378665,0.2733278443277688,2.71491198440801,68
2,0.8814785806399413,0.2009343975870482,4.386897371606421,68
3,0.7060605209516169,0.16745733338648033,4.21636070916092,68
4,0.6930346261294186,0.14882797943523998,4.656615165772515,68
5,0.7694735144267952,0.13084802767258152,5.88066574723032,68
1,1.1040460651179702,0.2508483301088382,4.401249410904772,69
2,0.8338438712257166,0.19261287247753564,4.329118093199962,69
3,0.7709325206611559,0.16578430818848164,4.650214058767709,69
4,0.7817277767897292,0.14751969902615455,5.299141619392353,69
5,0.7694735144267952,0.13084802767258152,5.88066574723032,69
1,1.1973744077837363,0.25850704462788016,4.6318830866189815,70
2,1.00447250411392,0.19869150008887332,5.055437719603639,70
3,0.9126693019607359,0.16866383740357016,5.411173586528497,70
4,0.7947597109603662,0.145010936735692,5.480688069817493,70
5,0.7694735144267952,0.13084802767258152,5.88066574723032,70
1,0.6174439102897875,0.3017899525555593,2.045939253647341,71
2,0.6630868771586096,0.20881619983883024,3.1754570654498897,71
3,0.5384783074458382,0.16988936178041442,3.1695822610825557,71
4,0.40097650644313376,0.14998952788216846,2.673363348127479,71
5,0.7694735144267952,0.13084802767258152,5.88066574723032,71
1,0.1527617884235879,0.28705697909659517,0.5321653871797463,72
2,0.6058723398465272,0.2037998173609042,2.972879699757544,72
3,0.6419099122424636,0.17031286823766117,3.7690041796883937,72
4,0.6703984196800715,0.14594149925747948,4.593610611724024,72
5,0.7694735144267952,0.13084802767258152,5.88066574723032,72
1,0.3501692559536526,0.2661584028526663,1.315642309994966,73
2,0.3423400733260937,0.20550084120848827,1.6658816154371694,73
3,0.6370489198536473,0.16208558603219875,3.930324314754896,73
4,0.7106795495369048,0.14442869749550202,4.920625622612415,73
5,0.7694735144267952,0.13084802767258152,5.88066574723032,73
1,1.182820488919287,0.3141006360481783,3.7657373248294226,74
2,0.8713236693359498,0.21942457677351182,3.9709483875879714,74
3,0.8805142976814573,0.1712421012709187,5.141926495566725,74
4,0.8437826160469667,0.14425066853898214,5.84941910213015,74
5,0.7694735144267952,0.13084802767258152,5.88066574723032,74
1,0.7493867359892292,0.3023381672150552,2.478637556389582,75
2,0.8439054310539954,0.20443410747914684,4.128007021235815,75
3,0.7930153146323722,0.1690855207994515,4.69002497010344,75
4,0.8140206974129727,0.14499983387766593,5.613942275959771,75
5,0.7694735144267952,0.13084802767258152,5.88066574723032,75
1,0.008875802001605782,0.35509366700288575,0.024995664035691322,76
2,0.3668565901067787,0.24077611255219766,1.5236419685414107,76
3,0.5956328931203315,0.18413374793976992,3.2347839534291283,76
4,0.7958996065574557,0.15151398755361972,5.252977757421852,76
5,0.7694735144267952,0.13084802767258152,5.88066574723032,76
1,0.6378234465760879,0.2646253818614393,2.410288242531698,77
2,0.5395364059861822,0.20673139841339672,2.6098425789549484,77
3,0.6505011571192238,0.17393749709914552,3.73985579859433,77
4,0.7534363962230002,0.14563875612182942,5.173323477115784,77
5,0.7694735144267952,0.13084802767258152,5.88066574723032,77
1,1.0713236208392918,0.3371113858149967,3.1779514603141386,78
2,0.9986779969104881,0.225245961785629,4.433722092034438,78
3,0.9033502305357128,0.1715152218379264,5.2668808100853886,78
4,0.8453020387393795,0.14646660723187158,5.771295278255337,78
5,0.7694735144267952,0.13084802767258152,5.88066574723032,78
1,0.7737423189772056,0.3018326083477972,2.5634815377059392,79
2,0.7919981202830684,0.20388231223065656,3.884584747043007,79
3,0.8879977464119718,0.16928017954456648,5.245727815276733,79
4,0.9178582319746129,0.14482880171684942,6.337539364366839,79
5,0.7694735144267952,0.13084802767258152,5.88066574723032,79
1,0.49222074683637074,0.30082152856195576,1.6362550552461383,80
2,0.34762122128168876,0.21614596221826712,1.60827071537268,80
3,0.7047954845927478,0.17530731236762315,4.020342763083246,80
4,0.78566857971988,0.14851221462566006,5.2902623646158435,80
5,0.7694735144267952,0.13084802767258152,5.88066574723032,80
1,1.3069487404513835,0.2983067322071883,4.381224422195222,81
2,0.7830667983528075,0.21347674146278683,3.668159786340524,81
3,0.8650018319477193,0.1666103912608396,5.191764003443828,81
4,0.8873756681202503,0.14565543891155536,6.0922933928961,81
5,0.7694735144267952,0.13084802767258152,5.88066574723032,81
1,0.6963914391917467,0.3022832748991528,2.303770989063406,82
2,0.8107139253636413,0.2164709356336552,3.7451398405541787,82
3,0.8259277792588825,0.17474367518255335,4.7265102922669,82
4,0.8543312211363486,0.1469778551457642,5.812652663144879,82
5,0.7694735144267952,0.13084802767258152,5.88066574723032,82
1,0.986773417239617,0.2776557603459834,3.5539454179160948,83
2,1.2944600226833471,0.19526135041440384,6.629371454904466,83
3,1.0922784632516238,0.16151234441001514,6.762817215251154,83
4,0.9641029658973147,0.14490604248152547,6.653297194423285,83
5,0.7694735144267952,0.13084802767258152,5.88066574723032,83
1,1.2256027950866635,0.3062736765442139,4.0016589375735485,84
2,0.9290903297050448,0.2059511759567951,4.511216434617258,84
3,0.9415582513125025,0.16428309985436482,5.731315346174887,84
4,0.8069501097141011,0.14398769052518964,5.604299275658781,84
5,0.7694735144267952,0.13084802767258152,5.88066574723032,84
1,0.9265511222869015,0.2949166795248207,3.1417386218364816,85
2,1.0774834988589703,0.21597341283617175,4.988963616907344,85
3,0.8943201114104854,0.17684133871395127,5.057189217828123,85
4,0.7079883098090863,0.14997868148426868,4.720592972297516,85
5,0.7694735144267952,0.13084802767258152,5.88066574723032,85
1,0.48863603601479977,0.29483396514321786,1.6573261353299003,86
2,0.6172140576069445,0.20036709439927128,3.080416270233588,86
3,0.7359456862823252,0.16647203019519627,4.420836854211451,86
4,0.7078740684160878,0.14745992543293934,4.800450470443301,86
5,0.7694735144267952,0.13084802767258152,5.88066574723032,86
1,0.8575732532410926,0.27622352597349853,3.104635096589745,87
2,0.901075160290341,0.1984417139454284,4.540754775672505,87
3,0.7192659859052787,0.16610244537682367,4.330255248642102,87
4,0.6627104013344122,0.14524001709073886,4.562863696996009,87
5,0.7694735144267952,0.13084802767258152,5.88066574723032,87
1,1.442296526970289,0.2808347340893409,5.135748366907694,88
2,0.8224826956300523,0.20007293469738033,4.110914336684749,88
3,0.6768524581531944,0.16906502991656583,4.003503613297341,88
4,0.7483010196350867,0.14579061462585724,5.13271050784341,88
5,0.7694735144267952,0.13084802767258152,5.88066574723032,88
1,1.1032434411467964,0.2791313240548969,3.9524171817055582,89
2,0.5183716360771397,0.20340554395259963,2.548463655434769,89
3,0.5899381965690281,0.1710777564548132,3.4483629479022806,89
4,0.7520274513950093,0.14744151088983257,5.100513734947547,89
5,0.7694735144267952,0.13084802767258152,5.88066574723032,89
1,0.7482623469844675,0.2836234665883382,2.638224389487925,90
2,0.33986742532116504,0.2120538947535433,1.6027407830267453,90
3,0.7256655039853471,0.1702267451318923,4.262934731102912,90
4,0.7985996419799536,0.15210204413745435,5.250420180140778,90
5,0.7694735144267952,0.13084802767258152,5.88066574723032,90
1,0.3129314127242124,0.2888511254053226,1.083365738267766,91
2,0.6254196992586295,0.2119753381738025,2.9504361434056836,91
3,0.7068501895054009,0.17126972529036766,4.127116968903988,91
4,0.7389844565071004,0.146313452919366,5.0506938477787005,91
5,0.7694735144267952,0.13084802767258152,5.88066574723032,91
1,0.17714787316950023,0.3202885749773336,0.5530883303659418,92
2,0.5439421341846336,0.20675390826646783,2.630867482725366,92
3,0.764292885610203,0.16886786561986583,4.525981795320866,92
4,0.7143511462797419,0.14714719242849297,4.854670581818168,92
5,0.7694735144267952,0.13084802767258152,5.88066574723032,92
1,1.3043797807596225,0.2540830955221351,5.133673997788602,93
2,0.8838969132242639,0.19463095226913715,4.5413995200619715,93
