z,stage,nsim
5.88066574723032,5,228
4.180568949119719,1,229
5.163144667343314,2,229
5.939764021478406,3,229
5.265996763241766,4,229
5.88066574723032,5,229
0.28619255982526237,1,230
2.499796424622914,2,230
4.293138183919511,3,230
4.31159761605049,4,230
5.88066574488064,5,230
4.202406276386141,1,231
4.902876833861709,2,231
4.591996861378205,3,231
5.243363472595581,4,231
5.88066574488064,5,231
1.6970035694715042,1,232
2.9852655597278934,2,232
4.339238803242595,3,232
4.446312330367779,4,232
5.88066574488064,5,232
2.826440246731653,1,233
3.9800537721467193,2,233
4.433632731892095,3,233
5.504156387310809,4,233
5.88066574488064,5,233
2.0250643882541253,1,234
4.552195164538282,2,234
5.768746889059729,3,234
5.5120334737473415,4,234
5.88066574488064,5,234
2.6229119957768816,1,235
4.196191945751521,2,235
4.811121473925026,3,235
4.771858438537332,4,235
5.88066574488064,5,235
2.2976290891759232,1,236
3.5129529879040677,2,236
4.803871112053917,3,236
6.567611669204551,4,236
5.88066574723032,5,236
1.8774225795913266,1,237
2.5191348474054975,2,237
3.851237803743829,3,237
4.370380698595318,4,237
5.88066574488064,5,237
2.384527944416846,1,238
5.973339890046869,2,238
6.229115359113007,3,238
7.599906848413011,4,238
5.88066574723032,5,238
3.6278481982400526,1,239
5.2069321604869,2,239
5.410146250315084,3,239
6.247070084159211,4,239
5.88066574488064,5,239
3.26278197209956,1,240
3.5694987287849718,2,240
3.805070943418666,3,240
5.192361306357792,4,240
5.88066574488064,5,240
3.011395816183747,1,241
3.399880473607171,2,241
5.191172374764309,3,241
4.283048726733304,4,241
5.88066574723032,5,241
3.025280055853166,1,242
2.2129563909132477,2,242
3.9127345651692647,3,242
4.858702463306097,4,242
5.88066574723032,5,242
0.49948351101203825,1,243
4.093420455401653,2,243
3.9759607980315903,3,243
5.42672320750622,4,243
5.88066574723032,5,243
2.07703111663204,1,244
3.3311446526945936,2,244
3.612419566998379,3,244
4.879160722537113,4,244
5.88066574723032,5,244
0.626810219411414,1,245
3.0273839805424845,2,245
3.9121398398024825,3,245
5.297503837229332,4,245
5.88066574723032,5,245
3.037681631762375,1,246
4.370232276393579,2,246
5.049030898874594,3,246
5.808463017085598,4,246
5.88066574723032,5,246
2.769562313967561,1,247
3.766514016422983,2,247
4.994938757466219,3,247
5.334371467380441,4,247
5.88066574723032,5,247
3.578392060550391,1,248
3.330099993981688,2,248
4.175299592720062,3,248
4.802121971027892,4,248
5.88066574488064,5,248
3.1892828845470507,1,249
2.4193798124461856,2,249
3.80667259126078,3,249
5.51812818594292,4,249
5.88066574723032,5,249
0.44816331642748347,1,250
4.0288922956407545,2,250
4.802505184264441,3,250
4.836738369468593,4,250
5.88066574723032,5,250
2.7797313719889365,1,251
3.962669583837032,2,251
4.678284566056383,3,251
5.80782990440781,4,251
5.88066574488064,5,251
2.7843720863101815,1,252
5.13959791885371,2,252
5.573118240323246,3,252
5.370151904254743,4,252
5.88066574488064,5,252
3.374520921564485,1,253
4.588969880183707,2,253
4.4802862647326345,3,253
5.2479051088089745,4,253
5.88066574488064,5,253
1.8852506446107775,1,254
4.863869564702878,2,254
5.514441700833984,3,254
4.680018297902651,4,254
5.88066574488064,5,254
4.333245402275459,1,255
4.459955629110086,2,255
3.6764387246842265,3,255
5.33597500055707,4,255
5.88066574488064,5,255
-0.18637920810886488,1,256
2.521972844975334,2,256
3.933566217469104,3,256
4.390970280697531,4,256
5.88066574488064,5,256
2.1817741068721657,1,257
3.82513862035195,2,257
4.786656005416379,3,257
4.90492269692684,4,257
5.88066574488064,5,257
1.7602198012164207,1,258
4.005879033567791,2,258
4.747790554789158,3,258
5.1896426757521485,4,258
5.88066574488064,5,258
1.6223881652347263,1,259
1.9119533518541034,2,259
5.121697527177174,3,259
5.078349151390198,4,259
5.88066574723032,5,259
2.464612702538218,1,260
4.2965207890826225,2,260
4.796211264773537,3,260
4.9740329318745005,4,260
5.88066574488064,5,260
1.887122832045356,1,261
3.2835178931840807,2,261
6.093688151040099,3,261
5.661101140640796,4,261
5.88066574488064,5,261
3.46905859738371,1,262
5.313678182974732,2,262
5.625370353284674,3,262
5.16010499673227,4,262
5.88066574723032,5,262
1.3909254367232446,1,263
3.796614974320677,2,263
5.650783232161913,3,263
5.865040175313121,4,263
5.88066574488064,5,263
2.401771924328601,1,264
2.3475702422174685,2,264
2.487241707136482,3,264
3.610964769231702,4,264
5.88066574488064,5,264
3.376481911956717,1,265
4.793589150646019,2,265
4.160854611790665,3,265
4.852570084923272,4,265
5.88066574723032,5,265
3.577817654795166,1,266
4.125682225365626,2,266
4.23003805576731,3,266
4.4802309835131,4,266
5.88066574723032,5,266
1.936525738967908,1,267
3.5335832184646074,2,267
5.243014459928009,3,267
5.75816359846581,4,267
5.88066574723032,5,267
2.7865171975648253,1,268
5.03775567242799,2,268
4.759985545533617,3,268
6.369409494292453,4,268
5.88066574723032,5,268
2.8381439575031107,1,269
2.991725517515501,2,269
5.484998858609671,3,269
5.77939956636713,4,269
5.88066574723032,5,269
1.9303096135251068,1,270
3.751463320929364,2,270
4.710665358950192,3,270
4.861332664261552,4,270
5.88066574723032,5,270
0.7213081099889643,1,271
1.4375431186170502,2,271
3.7701549972682593,3,271
5.06439469000754,4,271
5.88066574723032,5,271
3.2343988549662335,1,272
4.736715710548709,2,272
4.495629687663806,3,272
5.199260073016027,4,272
5.88066574488064,5,272
3.0454947271748765,1,273
4.073808442804631,2,273
3.804733584616704,3,273
5.287673154476565,4,273
5.88066574488064,5,273
1.9406661768944893,1,274
3.759893371973301,2,274
4.8601464934298395,3,274
6.08953053235317,4,274
5.88066574723032,5,274
2.8539247775737793,1,275
3.377658852923135,2,275
4.654045412249899,3,275
5.159296585949421,4,275
5.88066574488064,5,275
3.1571882594018343,1,276
3.931311025506553,2,276
4.54173868225093,3,276
4.795015371454632,4,276
5.88066574723032,5,276
2.6167490158588715,1,277
4.124368427987967,2,277
3.473959723713602,3,277
4.4510294966950354,4,277
5.88066574488064,5,277
-0.4605410945895557,1,278
2.9514257661129264,2,278
4.372552772630093,3,278
5.138114509702706,4,278
5.88066574488064,5,278
3.8342829148967237,1,279
3.618730571812098,2,279
4.652114578563164,3,279
5.719830394872464,4,279
5.88066574488064,5,279
2.817818421409515,1,280
3.4608110923285285,2,280
3.9526081172188134,3,280
6.432430041761197,4,280
5.88066574488064,5,280
3.42811840356455,1,281
4.1583305153804435,2,281
4.3872895229828845,3,281
5.040290625752668,4,281
5.88066574488064,5,281
2.939049719749762,1,282
4.141119852805251,2,282
5.97042299067735,3,282
5.301814334114493,4,282
5.88066574723032,5,282
3.8877816514167436,1,283
5.811764263940088,2,283
5.9214521575281545,3,283
6.373025012824349,4,283
5.88066574488064,5,283
3.7022260417596375,1,284
5.991795115782022,2,284
5.750619860411714,3,284
5.929005222230116,4,284
5.88066574723032,5,284
0.11786303405809015,1,285
1.7878823496182095,2,285
3.386525836452078,3,285
5.274053008634744,4,285
5.88066574488064,5,285
2.8436223163256975,1,286
3.998760903827652,2,286
4.070145610904435,3,286
5.210617851910244,4,286
5.88066574488064,5,286
2.591857899762071,1,287
3.8856367532999423,2,287
5.253904650955868,3,287
4.807022917585814,4,287
5.88066574488064,5,287
1.4435583885619445,1,288
4.442975742548079,2,288
3.9333594419512252,3,288
5.099089832698959,4,288
5.88066574488064,5,288
2.3727099568691514,1,289
3.674898869278735,2,289
5.173810333378636,3,289
5.709274483215508,4,289
5.88066574723032,5,289
2.027638148160305,1,290
3.54547047454937,2,290
4.6490243632024155,3,290
5.186473702817516,4,290
5.88066574723032,5,290
2.191978386926298,1,291
3.1806354348033796,2,291
3.8849444639287425,3,291
5.117168190203505,4,291
5.88066574723032,5,291
2.511308899218511,1,292
4.176630473733495,2,292
4.595863633514532,3,292
4.169801941816798,4,292
5.88066574723032,5,292
2.6501212445548665,1,293
2.8041636944397816,2,293
3.54646177449812,3,293
4.084656564609067,4,293
5.88066574723032,5,293
2.189391505369439,1,294
3.5994838208716167,2,294
5.079137935150575,3,294
5.459185220734277,4,294
5.88066574723032,5,294
0.11022585870043884,1,295
1.093827080776673,2,295
3.4056518443693795,3,295
4.8570343263095745,4,295
5.88066574723032,5,295
3.49514085115907,1,296
3.0427645223727806,2,296
4.886334027981674,3,296
5.169724599629033,4,296
5.88066574488064,5,296
1.7908477521000004,1,297
3.64595408188239,2,297
4.02938670231849,3,297
5.701793923673628,4,297
5.88066574723032,5,297
2.7687241692531743,1,298
5.14763920498025,2,298
4.800034637741511,3,298
5.1601066124525135,4,298
5.88066574488064,5,298
4.464955029647098,1,299
3.838240629718742,2,299
4.173204515482119,3,299
4.3335034010049815,4,299
5.88066574723032,5,299
4.220131244657611,1,300
3.8781879399333574,2,300
3.9857396691285505,3,300
5.560617808670493,4,300
5.88066574488064,5,300
5.223690737172807,1,301
5.789473107417711,2,301
4.923695537100719,3,301
5.9889949228177395,4,301
5.88066574488064,5,301
2.2991920375384876,1,302
3.048990515639191,2,302
4.290255431878345,3,302
4.705772772409611,4,302
5.88066574488064,5,302
1.4229465307366669,1,303
2.283557122328216,2,303
3.798752281647761,3,303
5.1371475356383325,4,303
5.88066574488064,5,303
1.7063929587324844,1,304
4.065100455863292,2,304
6.16102267124569,3,304
6.283755658047051,4,304
5.88066574488064,5,304
1.27021453303157,1,305
2.6544642641130003,2,305
2.7801871315700692,3,305
3.9931434775117296,4,305
5.88066574723032,5,305
2.1699906602882835,1,306
4.773928167703287,2,306
5.143444718863041,3,306
6.236290529088538,4,306
5.88066574488064,5,306
3.3919055576320187,1,307
4.110202561647158,2,307
4.677188140789551,3,307
5.8314672570156665,4,307
5.88066574488064,5,307
1.1824393670877507,1,308
3.5031847000956255,2,308
4.393391326266284,3,308
4.796059422521539,4,308
5.88066574723032,5,308
3.1004887583853673,1,309
4.03577770593968,2,309
5.399927696843407,3,309
5.385410380992074,4,309
5.88066574488064,5,309
2.6624451982331534,1,310
2.902595469425148,2,310
3.3203657926359806,3,310
4.8391477502689915,4,310
5.88066574488064,5,310
1.3969825344543567,1,311
4.066235341216773,2,311
4.3302856500511,3,311
5.323244440152414,4,311
5.88066574488064,5,311
2.0435414689862026,1,312
4.083526642339707,2,312
3.983355404109562,3,312
5.6816183736995125,4,312
5.88066574488064,5,312
4.557123999625909,1,313
4.23423084646505,2,313
5.2806623482516155,3,313
5.630606961636461,4,313
5.88066574723032,5,313
2.2215369231991957,1,314
1.2255206617457586,2,314
1.7642774452323844,3,314
4.8854750699651115,4,314
5.88066574723032,5,314
3.499701350964651,1,315
3.5039411638528732,2,315
4.8024790613016615,3,315
6.129970129092126,4,315
5.88066574723032,5,315
1.2197337793518974,1,316
3.4120469009714673,2,316
4.333242693422912,3,316
5.7378687095805505,4,316
5.88066574723032,5,316
2.016893034359911,1,317
2.2347701025091977,2,317
2.9348316221432693,3,317
4.828589031417692,4,317
5.88066574723032,5,317
2.459734199236488,1,318
4.669757190796741,2,318
5.7150263603553055,3,318
6.010480045779433,4,318
5.88066574723032,5,318
2.5888517126678785,1,319
4.283745510975588,2,319
5.5981102979503765,3,319
6.040495163107714,4,319
5.88066574723032,5,319
4.949809894722883,1,320
4.2629646052230825,2,320
3.803385607682437,3,320
4.608939287584332,4,320
5.88066574488064,5,320
2.1970782169622707,1,321
4.413501891145468,2,321
4.567034249344855,3,321
4.850001144772653,4,321
5.88066574723032,5,321
1.0420739145020366,1,322
3.0281571549336044,2,322
5.084344078817682,3,322
5.560629983337533,4,322
5.88066574488064,5,322
1.654236559399587,1,323
2.5206781912382614,2,323
4.094274540049361,3,323
3.8847354993384537,4,323
5.88066574488064,5,323
2.4943124061262765,1,324
2.195637252316093,2,324
2.934843722647319,3,324
4.787931313007559,4,324
5.88066574488064,5,324
1.2250949576730858,1,325
3.1106137807897833,2,325
2.8095615995565644,3,325
4.847490582757736,4,325
5.88066574723032,5,325
4.6518086928103966,1,326
4.737600046562292,2,326
5.956573143460775,3,326
5.278232367538302,4,326
5.88066574488064,5,326
2.3262342257388724,1,327
5.39905102593825,2,327
5.5922224507072515,3,327
5.446870883634982,4,327
5.88066574488064,5,327
3.1259233469029213,1,328
3.9825655754014,2,328
5.151949518218956,3,328
6.069657473074104,4,328
5.88066574723032,5,328
2.5387826617126867,1,329
3.8640107650055646,2,329
3.2646734174014065,3,329
5.724940277046138,4,329
5.88066574488064,5,329
1.3298698145877066,1,330
5.319472730415224,2,330
6.8116006319485916,3,330
6.165716888396205,4,330
5.88066574488064,5,330
2.553214950685838,1,331
4.289533692259184,2,331
5.693931120567363,3,331
5.546008734151827,4,331
5.88066574723032,5,331
3.690451799419943,1,332
4.754209131897335,2,332
4.877839340837281,3,332
4.9091801856354085,4,332
5.88066574488064,5,332
3.232779861563997,1,333
4.355311508967198,2,333
5.248766191163967,3,333
6.606490058420761,4,333
5.88066574488064,5,333
5.890363336666767,1,334
5.55241224061894,2,334
6.706355112284622,3,334
5.7890389411657655,4,334
5.88066574488064,5,334
2.672617681135388,1,335
4.229333538941326,2,335
3.8496497474933973,3,335
5.620124447558488,4,335
5.88066574488064,5,335
1.3870906164927999,1,336
1.4454651641017022,2,336
2.9658248311914313,3,336
3.532355397369905,4,336
5.88066574488064,5,336
1.2077444257739107,1,337
2.0305467372499413,2,337
4.335202647475957,3,337
4.893363654427755,4,337
5.88066574723032,5,337
4.993049945439672,1,338
5.938208855740421,2,338
5.202847886962002,3,338
5.21270609357967,4,338
5.88066574723032,5,338
1.9537610743129574,1,339
2.6822707125556313,2,339
2.927438905963621,3,339
5.039725328348746,4,339
5.88066574723032,5,339
1.1485907133361397,1,340
2.9716920895926204,2,340
5.955876318186748,3,340
6.178075286677149,4,340
5.88066574723032,5,340
1.5132258164192003,1,341
2.948897302891666,2,341
3.150595643715248,3,341
4.489188330472223,4,341
5.88066574723032,5,341
1.3724208242314286,1,342
2.9374044798679804,2,342
4.086921691063684,3,342
5.699580907585956,4,342
5.88066574723032,5,342
4.824976212060963,1,343
5.228093989958368,2,343
5.426303688059674,3,343
5.393091595373815,4,343
5.88066574723032,5,343
3.194708247170088,1,344
4.083395614768763,2,344
4.3557624040900835,3,344
5.8612825009346325,4,344
5.88066574488064,5,344
2.6191578511126155,1,345
3.6683223500877773,2,345
5.146690173579631,3,345
4.7836379567023295,4,345
5.88066574488064,5,345
5.148171742583088,1,346
5.607008124038679,2,346
6.192707383869478,3,346
5.616982217266062,4,346
5.88066574488064,5,346
5.549699344186434,1,347
4.76369103785487,2,347
5.239035076255108,3,347
4.289496194546571,4,347
5.88066574723032,5,347
2.6469534169608293,1,348
4.837066412499818,2,348
5.512251705743534,3,348
5.0900437238843965,4,348
5.88066574488064,5,348
3.351292144080732,1,349
3.8293056800136007,2,349
5.141122081452511,3,349
5.259213050240759,4,349
5.88066574723032,5,349
4.427069022635121,1,350
3.0771700783522626,2,350
3.0823434496576043,3,350
5.304254089441392,4,350
5.88066574488064,5,350
3.1133504048372576,1,351
3.193760951618211,2,351
4.801844630259039,3,351
5.303155774221992,4,351
5.88066574488064,5,351
2.4528532748208765,1,352
4.591278547445522,2,352
5.33208685422434,3,352
5.312869961710191,4,352
5.88066574723032,5,352
1.0294816552419737,1,353
3.6739349534380175,2,353
4.636569088765909,3,353
5.305808001200664,4,353
5.88066574723032,5,353
1.8725620949003834,1,354
1.4624951427156465,2,354
4.272694475462122,3,354
4.602748865258864,4,354
5.88066574488064,5,354
2.9328892367753774,1,355
4.388488758242094,2,355
4.801561375165443,3,355
5.938097829736914,4,355
5.88066574488064,5,355
2.257148140829723,1,356
4.136723026296181,2,356
5.4632193470429105,3,356
4.946830234301985,4,356
5.88066574488064,5,356
0.7248616971531034,1,357
1.611522437145565,2,357
4.660930457763352,3,357
6.722332303674161,4,357
5.88066574488064,5,357
2.314621731074458,1,358
3.0379021807365176,2,358
3.822867551984149,3,358
5.296235743836896,4,358
5.88066574488064,5,358
5.14372181526536,1,359
4.869901228425328,2,359
5.025136840038485,3,359
5.529329481958695,4,359
5.88066574488064,5,359
2.1510223406962354,1,360
3.717181942629118,2,360
5.297857543457907,3,360
5.274506238637725,4,360
5.88066574488064,5,360
0.15817184182060592,1,361
2.6480121502949507,2,361
4.22167539260707,3,361
4.927115031228688,4,361
5.88066574723032,5,361
0.027717645196140533,1,362
2.2930068809181767,2,362
3.641394829697422,3,362
5.832156029719903,4,362
5.88066574723032,5,362
1.7672410339078646,1,363
3.2581209805552973,2,363
4.3206109110034125,3,363
4.891860654355216,4,363
5.88066574723032,5,363
2.5330538754886325,1,364
4.406176728263742,2,364
5.2817311812986105,3,364
5.778339970467882,4,364
5.88066574723032,5,364
2.614335570699041,1,365
2.4097896050766154,2,365
4.927519248514094,3,365
5.262167839718197,4,365
5.88066574723032,5,365
4.360383977906727,1,366
5.163332972174782,2,366
4.830034886278283,3,366
5.5081820846486345,4,366
5.88066574723032,5,366
3.6262689522401157,1,367
4.550360376955526,2,367
4.466306006398548,3,367
4.702185172718914,4,367
5.88066574488064,5,367
1.5238586217039392,1,368
3.5466595284911198,2,368
3.7768393487730725,3,368
4.883706098447505,4,368
5.88066574723032,5,368
4.321320781601922,1,369
4.838862915927351,2,369
5.205200902972529,3,369
5.0767988001170865,4,369
5.88066574488064,5,369
2.8637717551971207,1,370
5.263630507197318,2,370
6.315245768672164,3,370
6.092003734750331,4,370
5.88066574723032,5,370
3.6755549129272347,1,371
4.621984054338737,2,371
4.3284833350243295,3,371
4.9658697666091705,4,371
5.88066574488064,5,371
2.9209638511599807,1,372
4.293352892160611,2,372
6.238224687462432,3,372
7.050144982394579,4,372
5.88066574723032,5,372
3.2016603695496557,1,373
4.308261309055745,2,373
4.933274445447883,3,373
6.436245925574377,4,373
5.88066574488064,5,373
3.6486530552733742,1,374
4.704567165907162,2,374
4.1295917203183174,3,374
4.715439294727959,4,374
5.88066574723032,5,374
4.61091993438726,1,375
5.253207562213999,2,375
4.716098944183696,3,375
5.620810126282742,4,375
5.88066574488064,5,375
1.3479045784651893,1,376
2.9461664402845704,2,376
2.9904484366608046,3,376
4.316165684940437,4,376
5.88066574488064,5,376
2.940399865283996,1,377
4.797145935135851,2,377
5.252524964196723,3,377
5.985018347208179,4,377
5.88066574488064,5,377
0.47899917158593275,1,378
2.272197478233521,2,378
3.4612774630893317,3,378
4.920434800809361,4,378
5.88066574488064,5,378
1.3684756004856513,1,379
2.945919410426342,2,379
4.300081476876745,3,379
4.908573368960574,4,379
5.88066574723032,5,379
2.5813004009263683,1,380
5.216266929652225,2,380
4.816998200227126,3,380
5.362383841683069,4,380
5.88066574488064,5,380
1.0320446466411846,1,381
1.390890360964689,2,381
4.179489020673316,3,381
4.912831026570299,4,381
5.88066574488064,5,381
2.346824299015103,1,382
2.383791915553205,2,382
2.801708142091404,3,382
4.168763012149358,4,382
5.88066574488064,5,382
1.3380102430314105,1,383
5.100511816441904,2,383
5.942939928758376,3,383
5.966586104674035,4,383
5.88066574488064,5,383
3.193393973664656,1,384
4.380070112530133,2,384
4.406727823387831,3,384
4.517140745381998,4,384
5.88066574488064,5,384
4.090329836500626,1,385
5.236787660712868,2,385
5.012410085298441,3,385
5.5976010495933926,4,385
5.88066574723032,5,385
3.680916094135613,1,386
2.676558486337964,2,386
4.104352048391004,3,386
4.521062711425136,4,386
5.88066574723032,5,386
4.309850672567325,1,387
4.3116241488982965,2,387
5.234236567446197,3,387
5.502335914930243,4,387
5.88066574723032,5,387
2.0761853507407753,1,388
3.651144779686057,2,388
4.7756173875399925,3,388
6.390349765395661,4,388
5.88066574723032,5,388
2.9100400954280774,1,389
5.138791886696061,2,389
5.515417749769809,3,389
6.14760194500504,4,389
5.88066574723032,5,389
4.731943771362515,1,390
6.155523776578059,2,390
5.9086502985088325,3,390
6.359243270981297,4,390
5.88066574723032,5,390
1.7933316180714753,1,391
2.137138689568969,2,391
3.080321005641128,3,391
5.489678287870375,4,391
5.88066574723032,5,391
0.9444811889919866,1,392
3.3407869204467397,2,392
4.19055212425809,3,392
5.319521732556081,4,392
5.88066574723032,5,392
3.004635991558311,1,393
3.970293603016924,2,393
4.62456042636059,3,393
4.568654311152058,4,393
5.88066574488064,5,393
1.199126567970282,1,394
2.3860351818610948,2,394
5.0944705883208465,3,394
6.3053618758302585,4,394
5.88066574488064,5,394
3.3037072112423402,1,395
4.391265363230209,2,395
5.789173678967036,3,395
5.606749786952192,4,395
5.88066574488064,5,395
2.3077763933754634,1,396
2.8961731956933403,2,396
4.206008796835269,3,396
5.01945422134058,4,396
5.88066574488064,5,396
1.9316545446022246,1,397
2.3414694394471915,2,397
4.796376750923363,3,397
4.906581256711885,4,397
5.88066574723032,5,397
2.754976995948262,1,398
4.065535278599627,2,398
5.385016433654488,3,398
5.095885096189605,4,398
5.88066574723032,5,398
0.6901240427594897,1,399
2.555817322938515,2,399
4.746553379671118,3,399
4.873606065737544,4,399
5.88066574488064,5,399
2.2664666297611253,1,400
4.64793657592139,2,400
4.967000255948747,3,400
5.812183357797552,4,400
5.88066574488064,5,400
3.0228169278358044,1,401
4.27758139606585,2,401
5.301626428991919,3,401
5.29579816777228,4,401
5.88066574488064,5,401
3.036162689810333,1,402
5.342430011428039,2,402
5.690508924936157,3,402
6.193585568302808,4,402
5.88066574488064,5,402
5.610851483342682,1,403
5.8624904869269026,2,403
6.480780227850786,3,403
6.077634644131894,4,403
5.88066574488064,5,403
2.810844422173454,1,404
4.284894690598796,2,404
4.538129675359417,3,404
4.8553318876120235,4,404
5.88066574488064,5,404
2.232332966038857,1,405
3.265719948982642,2,405
5.53845352997177,3,405
5.0587001273998435,4,405
5.88066574723032,5,405
1.3912872394494467,1,406
4.7169520485429794,2,406
4.530323079981906,3,406
5.288509307389546,4,406
5.88066574488064,5,406
2.0040235154868733,1,407
3.695268858521683,2,407
3.6126447042399525,3,407
4.327242159383247,4,407
5.88066574488064,5,407
4.8063390440336935,1,408
3.610008933009991,2,408
4.316467648712685,3,408
5.230391807871498,4,408
5.88066574488064,5,408
2.1251066627976334,1,409
3.076613724600658,2,409
4.511312256342158,3,409
4.136292162481109,4,409
5.88066574723032,5,409
2.8268066300129493,1,410
3.8890796631610134,2,410
4.332216218675521,3,410
5.400599547494882,4,410
5.88066574723032,5,410
2.251731800739591,1,411
3.770053997665505,2,411
4.832054840499518,3,411
5.5277996457993686,4,411
5.88066574723032,5,411
4.736043723904549,1,412
4.904002694812033,2,412
5.265973833400011,3,412
5.344846981437796,4,412
5.88066574723032,5,412
5.734835602021157,1,413
4.545755321601968,2,413
5.1796927153460866,3,413
6.041626728373624,4,413
5.88066574723032,5,413
0.07378922462251594,1,414
2.9403252809954483,2,414
4.364543251856839,3,414
4.661109145408162,4,414
5.88066574723032,5,414
1.0577137326510917,1,415
3.409663077908564,2,415
4.350084131968781,3,415
4.338784652600928,4,415
5.88066574488064,5,415
2.1782664691409974,1,416
4.194725121975085,2,416
4.37337710439722,3,416
5.9688374173169345,4,416
5.88066574488064,5,416
3.894030947290881,1,417
4.178213190714809,2,417
4.453444500137104,3,417
4.345613081123076,4,417
5.88066574723032,5,417
1.1284605111432584,1,418
3.1522770668557136,2,418
4.949386199050484,3,418
5.535573184833702,4,418
5.88066574723032,5,418
1.2117444462298437,1,419
3.5524219417420353,2,419
5.035710097554438,3,419
5.388072652361013,4,419
5.88066574488064,5,419
2.6730361820001454,1,420
3.6397329752810434,2,420
4.427575374729844,3,420
4.010935110412345,4,420
5.88066574723032,5,420
2.2703937049141896,1,421
4.421830521587693,2,421
4.9977082187579995,3,421
5.263874601437525,4,421
5.88066574488064,5,421
1.3903109140297425,1,422
3.684965089794939,2,422
3.9994873588095823,3,422
4.774946333783712,4,422
5.88066574488064,5,422
3.0494465985963997,1,423
3.8038269646173495,2,423
4.545844143408487,3,423
4.750151965077018,4,423
5.88066574488064,5,423
3.9012987707188933,1,424
6.107439557668024,2,424
5.901136231207321,3,424
5.50054534305846,4,424
5.88066574488064,5,424
3.2743969855731105,1,425
2.5737851669843965,2,425
4.765648807721561,3,425
5.167184244499009,4,425
5.88066574488064,5,425
3.524471588081811,1,426
5.110883176244139,2,426
5.170770636958879,3,426
5.746481501682044,4,426
5.88066574723032,5,426
3.8908743567579207,1,427
5.122534644014321,2,427
5.71073966179567,3,427
5.353292397580911,4,427
5.88066574723032,5,427
-0.32215028210592084,1,428
1.2768467877839367,2,428
2.134402650205236,3,428
4.58357034098682,4,428
5.88066574488064,5,428
3.2010329696117905,1,429
3.985113305127336,2,429
4.230893886572773,3,429
4.778940584059088,4,429
5.88066574488064,5,429
1.644061840697397,1,430
3.9819094725772683,2,430
4.712739904267447,3,430
4.873771317949025,4,430
5.88066574488064,5,430
2.0382928844281856,1,431
4.159476978816988,2,431
4.024741875307252,3,431
4.790218077577844,4,431
5.88066574488064,5,431
5.342544659887257,1,432
7.615565989049144,2,432
5.951468852554932,3,432
5.733291498921048,4,432
5.88066574488064,5,432
3.324807691912419,1,433
6.148146186381594,2,433
6.350787458893654,3,433
5.851215708603591,4,433
5.88066574723032,5,433
4.917705603771574,1,434
3.0029743096554733,2,434
3.649099937778167,3,434
4.763101309239485,4,434
5.88066574723032,5,434
2.7838989407571906,1,435
3.886507084720161,2,435
5.389578965060406,3,435
5.21486872556608,4,435
5.88066574723032,5,435
2.5791227016619276,1,436
3.5118003896137906,2,436
3.6896216629354535,3,436
4.641556768364686,4,436
5.88066574723032,5,436
2.6255116338806688,1,437
4.14061049864649,2,437
4.982131561586575,3,437
6.197270376537802,4,437
5.88066574723032,5,437
2.0701086051957702,1,438
4.7939050741848,2,438
6.6281314391396124,3,438
6.573088320100001,4,438
5.88066574723032,5,438
3.6600241991122817,1,439
1.4380703975085556,2,439
2.8193797670669727,3,439
5.1951894155497556,4,439
5.88066574488064,5,439
2.7780060053220916,1,440
3.473607997860174,2,440
3.8420722398013423,3,440
4.515068823792999,4,440
5.88066574723032,5,440
2.1607382794955505,1,441
2.288175044014637,2,441
3.294434051314887,3,441
4.57382245042608,4,441
5.88066574488064,5,441
2.2887328533997717,1,442
3.043685611769814,2,442
5.080104739921229,3,442
6.122287349281948,4,442
5.88066574723032,5,442
7.142906429973848,1,443
6.125883146094657,2,443
5.973385311500668,3,443
5.417369692558844,4,443
5.88066574488064,5,443
2.3864226745931774,1,444
5.786081140078773,2,444
5.113662173562347,3,444
4.730332751753958,4,444
5.88066574488064,5,444
2.224761348635762,1,445
1.3722746854962644,2,445
4.196898553838938,3,445
6.4290662844463204,4,445
5.88066574723032,5,445
1.5070102805328116,1,446
2.6408558348880087,2,446
4.29700054474153,3,446
5.605293260269269,4,446
5.88066574488064,5,446
4.247153523917231,1,447
4.607575834528649,2,447
5.6784124915638365,3,447
5.7117160609719715,4,447
5.88066574488064,5,447
4.993448391496516,1,448
6.336710308496994,2,448
5.7863415123364375,3,448
5.6522450296674025,4,448
5.88066574723032,5,448
3.7388110480593517,1,449
4.07129487479215,2,449
4.7097118898945185,3,449
5.249372754774422,4,449
5.88066574488064,5,449
1.8830981799072017,1,450
5.659528604189727,2,450
6.101765836530991,3,450
5.096005677595738,4,450
5.88066574488064,5,450
3.071147358956443,1,451
2.823219010763138,2,451
4.233442621997083,3,451
5.592121497458401,4,451
5.88066574488064,5,451
0.5077603998244785,1,452
0.8174205978429125,2,452
2.879673898632321,3,452
4.850600867143724,4,452
5.88066574723032,5,452
3.2473091461591945,1,453
3.005443697412519,2,453
3.1789713815875578,3,453
3.7117926667946683,4,453
5.88066574488064,5,453
2.844643490636178,1,454
2.4919208951917984,2,454
5.536981057852386,3,454
5.922936028065785,4,454
5.88066574488064,5,454
3.044279456379636,1,455
4.731563358680083,2,455
5.448252532706187,3,455
5.960669470747696,4,455
5.88066574488064,5,455
4.255757978756074,1,456
3.533385990205117,2,456
4.352917684839806,3,456
4.395681155947372,4,456
