z,stage,nsim
2.9675242689750907,1,107
4.359709093714779,2,107
6.084004245073419,3,107
6.083346568937145,4,107
5.88066574723032,5,107
4.0328137687475,1,108
4.407447024415256,2,108
4.746952929274309,3,108
5.512123537577403,4,108
5.88066574488064,5,108
2.82346302908287,1,109
2.983167790761216,2,109
3.365657070849234,3,109
4.977438898023675,4,109
5.88066574488064,5,109
3.3171497724844574,1,110
4.114061951047778,2,110
4.384220561600037,3,110
4.609899905025861,4,110
5.88066574488064,5,110
1.401263045832581,1,111
2.296434131787183,2,111
4.390185275297175,3,111
5.539786759435764,4,111
5.88066574723032,5,111
1.9005967774465222,1,112
3.0040379311281162,2,112
4.566843983403824,3,112
5.686300971400077,4,112
5.88066574488064,5,112
1.5860092767109262,1,113
3.160702261387291,2,113
3.421881281543005,3,113
4.5039948477310725,4,113
5.88066574488064,5,113
2.181407780146719,1,114
3.6761471764574227,2,114
4.900245655997697,3,114
5.977874777967474,4,114
5.88066574488064,5,114
0.01163067074605534,1,115
2.330247372560279,2,115
3.93554728768185,3,115
5.050495737503347,4,115
5.88066574723032,5,115
1.4910652957848134,1,116
2.6604777475179144,2,116
3.8076667444414025,3,116
5.337115229324749,4,116
5.88066574488064,5,116
1.9138356579398046,1,117
4.346859298532121,2,117
4.476559632727773,3,117
4.973843710798355,4,117
5.88066574723032,5,117
4.844279857968059,1,118
5.13048217237356,2,118
4.537810166158124,3,118
4.407933004173428,4,118
5.88066574488064,5,118
2.6783706220159313,1,119
4.538849152309217,2,119
5.186645183109945,3,119
6.108952667616549,4,119
5.88066574488064,5,119
5.544220220908522,1,120
6.235515259551813,2,120
5.748092620288516,3,120
5.531655589258669,4,120
5.88066574488064,5,120
3.428531475853261,1,121
5.35673341812934,2,121
6.646288321233455,3,121
6.214607441327871,4,121
5.88066574723032,5,121
2.2377289211185882,1,122
5.014459259281239,2,122
5.141951838264454,3,122
5.167593270231246,4,122
5.88066574723032,5,122
3.766757292941409,1,123
3.0883429939562337,2,123
4.754246303627983,3,123
5.085022271208435,4,123
5.88066574488064,5,123
5.20213877388462,1,124
6.6267330677395835,2,124
5.463477768256515,3,124
6.049666828949552,4,124
5.88066574488064,5,124
3.56276426948672,1,125
4.085274394271019,2,125
4.5505220473399275,3,125
6.120628975948755,4,125
5.88066574723032,5,125
1.9136656745383511,1,126
4.202377624111991,2,126
4.67797110154538,3,126
5.9567189400169385,4,126
5.88066574723032,5,126
2.711262279725431,1,127
4.4410811731743385,2,127
5.750632717056006,3,127
5.50264833255839,4,127
5.88066574488064,5,127
4.537766530865104,1,128
4.662791033317215,2,128
5.34453630451887,3,128
4.669681948450726,4,128
5.88066574723032,5,128
3.145018243105204,1,129
3.6521194104518075,2,129
4.072464396358289,3,129
5.7774618954066455,4,129
5.88066574723032,5,129
4.14888906574945,1,130
5.667810434195067,2,130
6.088451346915355,3,130
6.176915215090596,4,130
5.88066574723032,5,130
4.347952773273556,1,131
5.096750963214013,2,131
4.952088425892168,3,131
5.14861444575538,4,131
5.88066574488064,5,131
4.661977870461963,1,132
5.96656637603204,2,132
5.968798180173598,3,132
5.836850939376972,4,132
5.88066574488064,5,132
4.016597041435402,1,133
3.8692122637913053,2,133
5.237178756164708,3,133
5.943766423782127,4,133
5.88066574723032,5,133
-0.06704149559322159,1,134
1.035473923040791,2,134
2.6706277764695505,3,134
5.38971430298037,4,134
5.88066574723032,5,134
1.9903342856556838,1,135
3.2780474546156726,2,135
2.6911428344639656,3,135
4.343641565663898,4,135
5.88066574488064,5,135
4.854019750399679,1,136
6.001101836375921,2,136
7.129748006172307,3,136
5.464632615639167,4,136
5.88066574488064,5,136
0.8645528443944394,1,137
2.200779011049014,2,137
3.7081945533560616,3,137
4.806980621331584,4,137
5.88066574723032,5,137
1.416113190974223,1,138
2.373872675894627,2,138
4.018028447497902,3,138
5.6508653723887985,4,138
5.88066574488064,5,138
3.4025425171043078,1,139
4.6087968378247055,2,139
5.635641444937218,3,139
5.410542802353906,4,139
5.88066574488064,5,139
2.3810039065567987,1,140
2.6008586853900937,2,140
4.309540918318534,3,140
5.205028252068897,4,140
5.88066574723032,5,140
1.792293523649226,1,141
2.219053377686401,2,141
3.2814732527737975,3,141
4.486532382798654,4,141
5.88066574488064,5,141
2.135873101641045,1,142
2.631773899485503,2,142
4.739538687001751,3,142
5.723319699822888,4,142
5.88066574488064,5,142
2.4098630348106025,1,143
3.2565096925175827,2,143
4.937800136662091,3,143
6.014385350049234,4,143
5.88066574488064,5,143
3.348691939576766,1,144
3.2714006591896947,2,144
3.6372125797010297,3,144
4.833869585589021,4,144
5.88066574488064,5,144
2.9748221918291486,1,145
2.6866548517483784,2,145
3.8666114027770657,3,145
4.72962039644716,4,145
5.88066574723032,5,145
4.182052682059011,1,146
4.982965826057189,2,146
5.3713781124800075,3,146
5.398540770405179,4,146
5.88066574723032,5,146
4.291260608393806,1,147
5.320470999313036,2,147
6.051177672325745,3,147
5.474046238742614,4,147
5.88066574723032,5,147
0.6331044236821424,1,148
1.8129912503844443,2,148
3.8474118181344643,3,148
5.270958014791322,4,148
5.88066574723032,5,148
0.6787118496295305,1,149
2.294246950438034,2,149
2.7722918854959437,3,149
5.3244647298935615,4,149
5.88066574488064,5,149
-0.13905222173616333,1,150
0.5505369164113172,2,150
2.890553385148258,3,150
4.949592994426067,4,150
5.88066574723032,5,150
0.9331988133339438,1,151
2.619625692396287,2,151
5.099644381943035,3,151
5.695670786114,4,151
5.88066574488064,5,151
1.280042058920748,1,152
3.8231887323967895,2,152
4.019602205088319,3,152
4.393672630582985,4,152
5.88066574723032,5,152
5.2263426094091425,1,153
5.570939814532716,2,153
5.0149394986546385,3,153
4.656393121731684,4,153
5.88066574723032,5,153
3.4700251390010663,1,154
3.6283637771028157,2,154
3.3337927149796442,3,154
5.094152216859308,4,154
5.88066574488064,5,154
3.2366681410733578,1,155
2.9584297958874215,2,155
3.170007392736097,3,155
5.084795397865881,4,155
5.88066574488064,5,155
2.4940517157453086,1,156
3.5499640432957844,2,156
4.644921039673668,3,156
5.801893789392103,4,156
5.88066574723032,5,156
1.0763950092691057,1,157
1.3521547565650844,2,157
2.823027800703743,3,157
4.870083400130163,4,157
5.88066574488064,5,157
1.9162356545170132,1,158
1.9329307052506626,2,158
4.514520148291774,3,158
5.68778697956763,4,158
5.88066574488064,5,158
1.637861796530429,1,159
3.3146303131764205,2,159
3.5349866715494116,3,159
4.867619500995087,4,159
5.88066574723032,5,159
3.8288452806735136,1,160
4.095402936978559,2,160
5.253017334936531,3,160
5.645722874988025,4,160
5.88066574723032,5,160
2.159673575341892,1,161
3.872900564097666,2,161
4.146693673383473,3,161
4.773241540141222,4,161
5.88066574488064,5,161
3.674380756335672,1,162
4.488665489321037,2,162
5.019482945520802,3,162
5.375082080165961,4,162
5.88066574723032,5,162
2.8232922381868613,1,163
3.2368702009776604,2,163
4.714564047719286,3,163
5.483171120088679,4,163
5.88066574488064,5,163
0.9644919378413107,1,164
3.011150577154806,2,164
3.3043427768849356,3,164
4.1112178977280465,4,164
5.88066574488064,5,164
1.577408210087238,1,165
3.6350176040761144,2,165
3.9740359759534827,3,165
5.235042942412248,4,165
5.88066574488064,5,165
2.053026912629286,1,166
4.359122189261993,2,166
3.852938393768521,3,166
4.738142899064434,4,166
5.88066574488064,5,166
3.356040568227544,1,167
5.476872391145578,2,167
3.8905498129750167,3,167
5.2517669171875685,4,167
5.88066574488064,5,167
3.3319013536912916,1,168
6.375375703021861,2,168
6.384633439484778,3,168
6.211262706505946,4,168
5.88066574488064,5,168
1.994859398315264,1,169
4.8936455535182315,2,169
6.314205515412518,3,169
5.714007191987937,4,169
5.88066574723032,5,169
2.532383195206566,1,170
4.847269609836631,2,170
6.166981729900327,3,170
6.822915849804771,4,170
5.88066574723032,5,170
2.434783896346314,1,171
2.3723184505063766,2,171
3.187064081802678,3,171
4.772021518299397,4,171
5.88066574723032,5,171
3.360591074209668,1,172
3.5675412798235087,2,172
4.389887631393208,3,172
4.56154838250374,4,172
5.88066574488064,5,172
4.93757355662327,1,173
5.568098822711729,2,173
6.040103393590627,3,173
4.893487078310228,4,173
5.88066574723032,5,173
2.7050008258912377,1,174
4.56010663460378,2,174
3.7726472776005466,3,174
4.28422289762573,4,174
5.88066574488064,5,174
3.137113493697114,1,175
5.9010822224323904,2,175
4.35384410582911,3,175
5.565988430905153,4,175
5.88066574723032,5,175
3.4627532840861166,1,176
4.414455951419366,2,176
5.477660070716393,3,176
6.2604047823083,4,176
5.88066574723032,5,176
2.317346554136417,1,177
3.3943632207336107,2,177
5.011524968417387,3,177
5.06573210740258,4,177
5.88066574723032,5,177
1.345466436957772,1,178
4.833123975754623,2,178
5.661714538165148,3,178
5.7246512362923765,4,178
5.88066574488064,5,178
5.278398278540093,1,179
7.00558030788569,2,179
6.235430353968326,3,179
5.152066724768616,4,179
5.88066574723032,5,179
2.7173095455855933,1,180
4.978578427309125,2,180
5.538889486005088,3,180
5.454977546716954,4,180
5.88066574488064,5,180
1.002480188192242,1,181
3.591685638168949,2,181
5.293250098490863,3,181
5.891759807604942,4,181
5.88066574488064,5,181
5.387427501046174,1,182
5.792521216035532,2,182
4.880739054438821,3,182
5.766711415411955,4,182
5.88066574488064,5,182
3.6472825327254723,1,183
4.161985624663499,2,183
5.1071023849516,3,183
6.223864257669651,4,183
5.88066574723032,5,183
4.787784502253424,1,184
4.157267888984924,2,184
4.471528392627783,3,184
5.046502806909172,4,184
5.88066574723032,5,184
3.1286645315367787,1,185
4.171280059035135,2,185
4.8621754940171265,3,185
5.648347604520556,4,185
5.88066574723032,5,185
2.87507929842312,1,186
3.6411737057007922,2,186
3.3222569045113346,3,186
4.5920772425670755,4,186
5.88066574488064,5,186
4.929216225725028,1,187
5.563943286590482,2,187
4.635396046290013,3,187
4.961237624551492,4,187
5.88066574488064,5,187
2.635128690088514,1,188
4.73646175003583,2,188
5.848067932583387,3,188
6.322937224446997,4,188
5.88066574488064,5,188
2.0599262259740194,1,189
2.9175273095030922,2,189
3.3752122159189493,3,189
5.008027358346977,4,189
5.88066574488064,5,189
4.046504065813979,1,190
4.243851971794936,2,190
4.467119500699563,3,190
5.515557520342857,4,190
5.88066574488064,5,190
3.11735009616005,1,191
3.86298332306374,2,191
3.566745609296682,3,191
4.2888916465820035,4,191
5.88066574488064,5,191
3.3001325011957126,1,192
3.3658106619860004,2,192
5.564751729713018,3,192
5.961345267592423,4,192
5.88066574488064,5,192
1.472020936085131,1,193
2.273345579158171,2,193
3.2606398920529456,3,193
4.2144149072029915,4,193
5.88066574723032,5,193
4.170537356240422,1,194
4.809294440199529,2,194
6.1073557259710345,3,194
5.616790618777536,4,194
5.88066574723032,5,194
1.3521090031517267,1,195
3.3919733639820637,2,195
3.535792254228594,3,195
4.58210286314298,4,195
5.88066574723032,5,195
4.900650536560169,1,196
5.424788402121578,2,196
4.865087138924789,3,196
4.134048564036616,4,196
5.88066574723032,5,196
3.946332352571872,1,197
3.5881098620522063,2,197
5.355226877710488,3,197
6.666746610608097,4,197
5.88066574723032,5,197
2.961603030393244,1,198
3.6551982745739413,2,198
5.225387830582811,3,198
5.401058996747093,4,198
5.88066574723032,5,198
1.7759949142486577,1,199
2.8028116430390173,2,199
4.396082834342511,3,199
5.5781737484722465,4,199
5.88066574488064,5,199
3.0169378092305874,1,200
5.559108795660047,2,200
5.322584678733592,3,200
5.059051155921411,4,200
5.88066574723032,5,200
3.16940961382557,1,201
2.4653792649767925,2,201
2.0088098887916153,3,201
3.756249747277191,4,201
5.88066574488064,5,201
2.774908694333029,1,202
5.063061039086319,2,202
4.7446603286842395,3,202
4.905861457138522,4,202
5.88066574488064,5,202
2.7071696449788454,1,203
3.5886284014049274,2,203
4.197944182703194,3,203
5.051821189650719,4,203
5.88066574488064,5,203
6.035820641671254,1,204
5.267364991618662,2,204
3.9414434590241543,3,204
4.028348340246799,4,204
5.88066574723032,5,204
2.3879827711577106,1,205
2.390796934614033,2,205
3.975218610803711,3,205
4.999996693961647,4,205
5.88066574488064,5,205
1.8745054109960662,1,206
2.0378916114261107,2,206
4.416739475462728,3,206
5.134994384969085,4,206
5.88066574488064,5,206
5.058609336201781,1,207
4.3333102098278085,2,207
4.84051869354475,3,207
6.226456491586869,4,207
5.88066574723032,5,207
-0.07298500419385136,1,208
1.9539496606154934,2,208
2.8807275122008273,3,208
4.361106631936212,4,208
5.88066574488064,5,208
4.073288102961337,1,209
3.655917187575761,2,209
5.745793261775414,3,209
5.416535572600385,4,209
5.88066574488064,5,209
0.40776930117406557,1,210
2.2602260617043077,2,210
2.171830023068194,3,210
4.862268543221713,4,210
5.88066574488064,5,210
3.7236816249336693,1,211
3.464940449987409,2,211
4.354730389782191,3,211
5.6861035995838725,4,211
5.88066574488064,5,211
3.8268392532711464,1,212
5.656846449345051,2,212
5.855207094716348,3,212
5.026427096556512,4,212
5.88066574488064,5,212
3.563115723593179,1,213
4.687257342129249,2,213
4.756754157990133,3,213
5.63086814576804,4,213
5.88066574723032,5,213
0.07682473229994176,1,214
3.441375447197494,2,214
4.33495883429278,3,214
4.718783560960185,4,214
5.88066574723032,5,214
3.8772737589503574,1,215
3.4042957247307446,2,215
4.480322223503613,3,215
5.917844147891977,4,215
5.88066574488064,5,215
1.5317031354591695,1,216
2.650082849052115,2,216
3.854997369841507,3,216
4.474370920618174,4,216
5.88066574488064,5,216
1.9655290060665305,1,217
3.49527551954837,2,217
4.548954669947261,3,217
5.693693060272632,4,217
5.88066574723032,5,217
4.16313642755297,1,218
4.508738284314565,2,218
5.5768540025100135,3,218
5.813371360829763,4,218
5.88066574723032,5,218
1.059098075580416,1,219
3.3344816176950434,2,219
4.693526887074174,3,219
5.862522604374289,4,219
5.88066574723032,5,219
2.1129255482138527,1,220
3.894244545244542,2,220
4.6511642669899835,3,220
5.333408613203431,4,220
5.88066574723032,5,220
3.174886449436389,1,221
5.581288352135455,2,221
6.308725467409884,3,221
7.210973506133824,4,221
5.88066574723032,5,221
0.3600231684926608,1,222
2.471750243734787,2,222
3.3363330376636444,3,222
4.113509398929265,4,222
5.88066574723032,5,222
4.987053469658718,1,223
5.134080002072545,2,223
5.544884172648218,3,223
5.232212763276172,4,223
5.88066574723032,5,223
2.358023975097932,1,224
2.912584299455486,2,224
3.6027814399479854,3,224
4.744709415439688,4,224
5.88066574488064,5,224
3.596099429559703,1,225
2.7894793422349404,2,225
4.563220577329594,3,225
4.693412630901263,4,225
5.88066574488064,5,225
1.4700419444306425,1,226
4.054659494699422,2,226
4.718209264603496,3,226
5.721623401204597,4,226
5.88066574488064,5,226
5.583812807506892,1,227
6.162051844325291,2,227
4.593938767367133,3,227
5.477759642424572,4,227
5.88066574488064,5,227
2.566524095682423,1,228
4.26322551054055,2,228
6.062893976677492,3,228
6.481605432016969,4,228
