no,f1,f2_1,f3,sc1,sc2,sc3,sc4,sc5,sc6,sc7-1,sc7-2,sc7-3,sc7-4,sc7-5,sc7-6,sc7-7,sc7-8,sc7-9,sc7-10,sc7-11,sc8-1,sc8-2,sc8-3,sc8-4,sc8-5,sc8-6,sc8-7,sc8-8,sc8-9,sc8-10,sc9,sc10_1,sc10_2,sc10_3,sc10_4,sc10_5,sc10_6,sc10_7,sc10_8,sc10_9,sc10_10,f0
241,1,19,1,1,2,2,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,2,1,1,1,1,1,1,2,1,1,1
242,2,19,22,1,1,2,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,2,1,3,3,1,1,1
243,2,20,23,1,6,4,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,1,2,1,1,2,2,2,2,2,2,1
244,2,19,40,1,4,2,1,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,3,1,2,1
245,2,19,31,1,7,2,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,2,2,2,2,2,2,2,2,3,2,4,1
246,2,20,13,1,2,2,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,2,2,3,3,1,3,2,1,2,1,3,1
247,2,21,15,1,2,1,12,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,1,1,1,1,1,1,1,1,1,1,1
248,2,20,43,4,6,2,2,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,2,4,4,4,4,4,4,4,4,4,4,1
249,2,21,13,1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,2,2,3,2,1,1,3,2,3,2,3,1
250,2,21,13,1,2,2,3,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,3,3,1,3,2,2,3,1,1,1
251,1,21,34,1,2,2,3,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,2,1,1,1,1,2,1,1,1
252,2,23,1,1,2,2,5,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,2,2,3,3,1,2,2,1,3,1,2,1
253,1,24,4,1,11,4,12,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,2,2,2,2,2,2,2,2,2,2,1
254,2,19,29,1,11,4,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,4,4,4,4,4,4,4,4,4,4,1
255,1,20,1,1,11,4,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
256,1,19,26,1,2,2,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,1,1,1,1,2,2,1,1
257,1,22,14,1,2,2,4,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,5,3,2,2,3,2,3,3,2,3,2,1
258,2,19,36,3,2,2,1,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,1,2,2,1,2,2,1,3,1,1,1
259,2,22,4,1,2,2,4,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,2,1,2,1,1,3,1,1,1
260,2,19,12,1,2,2,1,1,2,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,1
261,2,22,23,1,1,1,4,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,2,1,3,3,2,3,3,1,3,1,1,1
262,1,18,23,5,4,2,3,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,1,1,1
263,1,21,13,1,2,2,4,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,4,2,4,4,4,2,4,4,4,4,1
264,2,20,40,1,5,1,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,1,1,1
265,1,19,27,1,2,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,2,2,2,2,1,2,1,1,1
266,2,26,13,4,7,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,2,2,3,2,2,2,3,3,2,2,1
267,2,22,27,1,1,2,4,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,2,1,1
268,2,20,24,1,8,1,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,3,3,1,1,1,1,1,3,1,1,1
269,2,22,40,1,1,2,4,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,2,2,2,1,1,1,1,3,1,1,1
270,3,25,7,4,8,2,7,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2,3,2,2,3,3,2,2,2,2,1
271,2,22,27,1,1,2,4,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5,2,2,2,2,2,2,2,2,2,2,1
272,1,20,14,1,2,2,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,3,2,2,2,3,3,4,3,4,4,1
273,2,24,7,1,6,2,6,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,2,2,2,2,1,1
274,1,24,13,1,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,1,1,1
275,2,21,12,1,6,2,3,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,1,3,3,1,3,3,3,3,3,2,1
276,1,19,25,1,1,2,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,2,1,2,1,1,3,1,1,1
277,2,22,3,1,8,2,4,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,0,0,4,2,3,2,2,3,2,2,3,1,2,1
278,2,21,22,1,6,1,3,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,4,4,2,4,2,4,3,4,4,4,2,1
279,2,21,14,1,8,2,4,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2,1,2,3,4,3,2,1,2,3,4,1
280,2,22,40,1,1,2,4,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,1,1,1,1,1,1,1,1,1
281,2,21,23,1,6,2,3,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,2,2,2,2,2,2,2,2,2,2,1
282,2,21,11,1,7,2,3,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,1,2,1,1,2,2,2,2,1,1,1
283,2,20,12,1,8,2,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,3,3,3,2,3,4,3,3,3,3,1
284,2,21,11,1,4,2,3,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,2,1,2,3,2,3,1,1,1
285,2,20,34,1,6,1,3,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,3,3,3,2,3,3,3,3,2,2,1
286,1,21,42,1,4,2,3,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,2,2,2,1,2,1,2,3,2,2,1
287,1,19,26,1,1,2,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,3,1,1,1
288,2,21,13,1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,2,2,1,1,1,1,2,1,1,1
289,2,19,46,1,2,2,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,2,2,3,3,1,1,1,2,3,1,1,1
290,2,22,40,1,8,2,4,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,3,1,1,1
291,2,21,27,1,11,4,4,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5,3,2,2,3,3,2,3,3,3,3,1
292,2,28,28,1,2,2,4,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,2,2,2,2,2,2,2,2,2,2,1
293,2,20,25,1,3,2,2,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,3,3,3,3,3,2,2,2,2,3,1
294,2,22,9,1,5,1,12,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,2,4,4,2,2,3,3,3,3,3,1
295,1,21,13,1,4,4,3,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5,2,2,1,2,2,2,2,1,1,2,1
296,1,20,13,1,4,2,3,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,3,2,2,2,2,4,1,1,1
297,1,20,13,1,2,2,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,2,1,1,2,3,2,2,2,1
298,2,22,11,1,1,2,4,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2,2,1,2,2,1,3,1,1,1
299,3,25,27,4,11,1,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,3,3,2,2,3,3,2,2,3,3,1
300,2,25,14,4,3,2,1,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2,2,1,1,2,1,1,2,1,1,1
301,2,25,13,1,3,2,5,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,4,2,2,2,2,2,2,2,2,2,2,1
302,2,22,15,1,1,1,3,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,4,3,3,3,3,3,3,3,3,3,2,1
303,2,22,13,1,1,2,4,1,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2,4,2,2,1,2,1,2,1,2,1
304,2,21,11,1,6,2,3,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,1,1,2,1,1,1,1,2,1,1,1
305,2,23,27,1,2,2,4,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,3,2,3,3,2,2,2,2,2,3,1
306,2,20,13,1,2,2,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,2,2,2,1,3,2,1,3,1,1,1
307,2,23,33,4,10,2,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,2,1,1,2,1,2,1,2,1
308,2,25,40,1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,1,1,1,1,1,1,1
309,2,21,12,1,9,1,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,2,1,3,2,2,3,3,2,1,2,4,1
310,2,20,12,1,8,2,2,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,1,2,2,1,2,1,2,3,1,1,1
311,2,22,14,1,9,2,4,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1
312,1,21,17,1,8,2,3,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,1,2,1,1,1,1,1,2,1,1,1
313,1,20,23,1,11,2,3,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,1,1,1
314,2,22,27,1,1,2,4,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,1,2,2,1,2,1,1,3,1,2,1
315,3,21,12,1,6,2,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2,2,2,2,2,1,2,1,1,2,3,1
316,1,20,27,1,2,2,3,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,2,2,2,1,2,1,1,1,1,1,1
317,2,20,7,4,9,1,7,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,2,2,1,2,2,1,1,1,1,1
318,2,21,27,1,2,2,3,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,2,1,1,2,1,1,1
319,2,19,13,1,6,2,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,2,2,3,1,2,2,2,3,3,1,1
320,2,22,6,1,11,2,4,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,2,2,2,2,1,2,2,1,2,1,1,1
321,2,19,43,1,1,2,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,1,2,1,1,3,1,1,1
322,1,23,27,1,5,2,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,1,2,1,2,1,2,1,2,1
323,1,25,14,1,6,2,6,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,2,4,1,3,2,1,1,4,4,2,1
324,2,19,28,1,6,2,1,1,2,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,2,3,3,2,2,2,2,3,1,2,1
325,2,24,13,1,6,2,2,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,3,3,3,1,3,3,3,3,3,2,1
326,2,22,13,1,1,2,4,1,2,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,0,1,2,1,1,1,2,1,1,3,3,2,1
327,1,22,14,1,2,2,4,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,2,1,1,1
328,2,24,23,1,2,2,4,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,2,2,1,2,1,3,1,1,1
329,2,19,14,1,2,2,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,2,1,1,1,1,3,1,1,1
330,1,20,25,1,1,1,2,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,2,3,2,1,2,3,2,2,2,1
331,2,21,13,1,4,2,3,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,2,1,3,2,3,2,1,1
332,2,19,27,1,1,2,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,1,1,1,1,1,3,1,1,1
333,2,19,27,1,2,1,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,3,3,1,3,3,1,3,1,1,1
334,1,22,28,1,2,2,4,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,2,1,2,1,1,2,1,1,1
335,2,21,14,1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,2,1,1,1,1,2,1,1,1
336,1,21,23,1,2,2,3,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
337,3,22,13,1,11,4,4,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,3,3,3,3,3,3,3,3,3,3,1
338,2,21,17,1,11,2,3,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,3,3,2,3,2,2,3,2,2,1
339,2,21,12,1,6,2,3,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,2,1,1,2,1,1,1
340,2,21,11,1,2,2,3,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,2,2,2,1,1,1,1,1
341,1,19,13,1,6,2,1,2,2,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,4,3,3,3,2,3,2,2,3,3,3,1
342,2,25,12,1,5,2,4,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3,2,2,1,3,2,1,3,2,1,1
343,2,19,27,1,1,1,1,1,2,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,3,1,2,2,2,2,2,2,2,1,1,1
344,2,21,27,1,11,4,3,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,4,4,4,4,4,4,4,4,4,4,1
345,1,21,6,1,4,1,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,3,2,2,2,3,2,2,3,2,2,1
346,2,21,13,1,2,2,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,3,2,1,1
347,2,20,28,1,7,2,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,3,1,1,1
348,2,22,40,1,2,2,4,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,2,4,3,2,4,3,4,4,1
349,1,21,13,1,4,2,3,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,4,3,3,1,3,3,1
350,1,20,25,1,11,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,2,3,2,3,2,3,3,3,1,1
351,2,25,14,1,4,2,6,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,3,1,1,1
352,2,22,46,1,5,2,3,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,3,1,1,1
353,2,22,11,1,2,1,4,1,2,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,3,2,2,3,2,2,3,3,2,2,1
354,2,19,13,1,2,2,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,3,1,2,2,2,1,1,3,4,2,1
355,1,22,12,1,4,2,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,3,3,4,2,3,2,3,3,1
356,2,20,13,1,7,1,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,2,3,3,2,2,2,2,3,2,2,1
357,2,23,30,1,8,2,12,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,2,1,2,1,1,1,1,3,1,1,1
358,2,21,14,1,3,2,3,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,4,4,4,4,4,4,4,4,4,4,1
359,2,22,27,1,9,2,4,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2,2,2,1,2,2,2,3,2,2,1
360,2,19,13,1,1,2,2,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,2,2,3,2,2,3,3,2,3,1,2,1
361,2,21,22,1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,3,1,2,2,3,3,4,4,1
362,2,20,27,1,6,1,2,1,2,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0,0,4,2,2,2,1,2,2,1,3,1,1,1
363,2,20,34,4,6,2,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,2,2,2,2,2,3,2,2,3,2,2,1
364,2,20,27,1,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,2,2,3,2,1,2,1,2,3,2,1,1
365,2,22,12,1,6,2,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,4,4,4,4,4,4,4,4,4,4,1
366,1,21,7,5,8,1,5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,1,1,1,1,1,1,1,1,1,1
367,1,20,14,1,4,2,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
368,1,20,13,1,4,2,3,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,1,1,1,1,2,1,1,1
369,1,19,13,1,2,2,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,1,2,2,1,3,1,1,1
370,2,25,14,1,7,2,4,1,2,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,2,2,3,3,2,3,3,1,3,1,1,1
371,2,19,28,4,9,2,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,2,2,2,3,3,2,2,3,2,1,1
372,2,25,27,3,2,2,4,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,2,1,1,2,1,1,1
373,1,25,8,1,2,2,3,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,2,1,1,1,1,1,1,1,1
374,2,21,23,1,2,2,3,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,2,1,1,1,1,1,1,1,1,1
375,2,25,28,5,3,2,4,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,3,3,3,3,2,3,3,4,4,4,1
376,2,22,14,1,11,2,4,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,3,1,1,1
377,1,23,40,1,2,2,4,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,3,1,1,1
378,1,21,34,1,10,2,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,3,3,1,3,1,1,3,1,1,1
379,1,21,28,1,2,2,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,3,2,3,3,3,3,2,3,1
380,2,27,13,1,6,2,6,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,1,2,2,2,1
381,1,22,14,1,2,2,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,3,3,1,3,4,1,3,2,3,2,1
382,2,21,13,1,2,2,3,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,1,1,1,1,3,1,1,1
383,2,22,13,1,4,1,4,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,3,3,3,3,3,3,3,3,3,3,1
384,2,22,4,1,7,2,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,1,1,2,2,1,3,1,1,1
385,2,21,11,1,1,2,4,1,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,5,2,2,2,2,2,2,2,3,1,1,1
386,2,20,34,1,2,2,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,3,3,1,3,3,1
387,2,22,27,1,2,2,4,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
388,1,23,13,1,4,2,4,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
389,2,20,33,1,2,1,2,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,2,3,3,2,2,2,2,3,2,2,1
390,2,20,11,1,2,2,2,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,2,2,4,4,2,4,3,3,3,2,1
391,2,20,28,3,9,2,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,4,4,4,4,4,4,4,4,4,4,1
392,2,24,11,1,2,2,3,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,1,1,1,1,2,1,2,1
393,2,19,40,1,11,4,1,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,1,1,1,1,1,1,1,1,1,1,1
394,2,21,27,1,2,2,3,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,1,2,1,1,3,1,1,1
395,2,25,13,1,2,1,4,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,3,3,1
396,2,19,12,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,2,2,3,3,3,1
397,1,23,1,1,3,2,3,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
398,1,21,28,1,1,2,3,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,1,1,1,1,1,1,1,2,1,1,1
399,1,22,13,1,6,1,2,1,2,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0,0,0,2,3,3,3,3,3,3,3,3,3,3,1
400,2,19,22,1,9,2,1,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,3,2,3,3,3,3,3,3,3,1,1
