z,stage,nsim,params
-1.4960958705367327,1,1,16
-2.445196497987032,2,1,16
-2.9083895550225654,1,2,16
-3.314581309489512,2,2,16
-1.1818715144261762,1,3,16
-2.6367112565842166,2,3,16
-2.895118727381602,1,4,16
-3.2435021298518474,2,4,16
-3.861269603122106,1,5,16
-4.618212257634385,2,5,16
-2.867726121063647,1,6,16
-4.905881751735855,2,6,16
-1.437248839643769,1,7,16
-2.6751554068679977,2,7,16
-2.450888617810268,1,8,16
-4.7109600697305245,2,8,16
-4.5983458318292785,1,9,16
-4.298149628093936,2,9,16
-2.7102342776992847,1,10,16
-3.246613869954915,2,10,16
-1.4999284918877607,1,11,16
-2.2680216370551283,2,11,16
-3.4866158741912603,1,12,16
-5.018662869132608,2,12,16
-2.0076538733780116,1,13,16
-4.117360445335206,2,13,16
-3.9508539173795603,1,14,16
-5.020722273826533,2,14,16
-3.28486006314611,1,15,16
-4.671760701867709,2,15,16
-1.3514220725874033,1,16,16
-3.5928257495582705,2,16,16
-1.1202986705812426,1,17,16
-3.242382258635897,2,17,16
-2.607821660924434,1,18,16
-1.938137041470769,2,18,16
-2.146410329682643,1,19,16
-3.3222347008097044,2,19,16
-3.512969344896412,1,20,16
-4.560551681023332,2,20,16
-2.5369016535974174,1,21,16
-3.6136119045122794,2,21,16
-2.202218968105491,1,22,16
-2.768966893545782,2,22,16
-2.0361403817000157,1,23,16
-2.736275047214044,2,23,16
-1.6745803326479891,1,24,16
-3.5421812816198974,2,24,16
-3.5324980785660784,1,25,16
-4.369029141999181,2,25,16
-2.9015682991165663,1,26,16
-3.5997575755485647,2,26,16
-1.8180037038176513,1,27,16
-2.746100912281598,2,27,16
-3.5529065774200217,1,28,16
-4.035215479152222,2,28,16
-0.7964290568546201,1,29,16
-1.8374197501437224,2,29,16
-1.7386815255246895,1,30,16
-3.1146248401784375,2,30,16
-0.855427471578658,1,31,16
-3.4398846023825866,2,31,16
-2.5467564689786855,1,32,16
-4.203729395829453,2,32,16
-2.552275604166315,1,33,16
-4.5740400121653595,2,33,16
-1.4617890032286933,1,34,16
-2.996093752627562,2,34,16
-2.3764445713090296,1,35,16
-2.8428900170804265,2,35,16
-2.615691484867401,1,36,16
-3.909935218230335,2,36,16
-1.8786799691179814,1,37,16
-2.5674053765791847,2,37,16
-3.882392295164676,1,38,16
-4.295969555567612,2,38,16
-2.0384124436776214,1,39,16
-1.7871001368645554,2,39,16
-0.49377045411833725,1,40,16
-1.9819851460515556,2,40,16
-1.5318820880949982,1,41,16
-2.4053487982144626,2,41,16
-1.9935776990472587,1,42,16
-2.6541827616480784,2,42,16
-2.3415533734739893,1,43,16
-4.145185002771306,2,43,16
-0.6241034246973716,1,44,16
-1.9741955823343011,2,44,16
-3.1235677760841223,1,45,16
-2.6975886129283375,2,45,16
-2.4807744206955324,1,46,16
-3.157304947742145,2,46,16
-2.222274383733624,1,47,16
-3.868959138679846,2,47,16
-4.110218496531502,1,48,16
-5.294518576379054,2,48,16
-0.8387657978377597,1,49,16
-4.214513662546939,2,49,16
-1.9755136487357665,1,50,16
-2.877662129410237,2,50,16
-2.8205244913633436,1,51,16
-4.6194446171351915,2,51,16
-2.0728553737067594,1,52,16
-4.17322285035321,2,52,16
-2.554470339697467,1,53,16
-4.140509016058134,2,53,16
-2.782571564713069,1,54,16
-2.895022919336479,2,54,16
-1.020558959334761,1,55,16
-2.5000803683416346,2,55,16
-3.1384757198853825,1,56,16
-4.04048461960819,2,56,16
-4.4350151690518596,1,57,16
-4.796490556852672,2,57,16
-4.355455056097563,1,58,16
-4.409325836310011,2,58,16
-3.2222946078863353,1,59,16
-3.4016964133095615,2,59,16
-1.7823260163471701,1,60,16
-3.5020258170807463,2,60,16
-3.2930153392004775,1,61,16
-4.116429430929208,2,61,16
-2.6262242920165466,1,62,16
-4.218984789905205,2,62,16
-3.2043248622946643,1,63,16
-3.5386704885391,2,63,16
-2.7906105436238153,1,64,16
-4.246331103039275,2,64,16
-2.3398325293345716,1,65,16
-2.6059515110477203,2,65,16
-2.705818846781903,1,66,16
-3.811621762258123,2,66,16
-3.0972745486560918,1,67,16
-4.489688299460169,2,67,16
-2.4963307632093312,1,68,16
-4.108593128663356,2,68,16
-2.924285400551633,1,69,16
-4.30940312475167,2,69,16
-2.9779798062669065,1,70,16
-3.2365187273565224,2,70,16
-3.375974210473585,1,71,16
-3.3987177320689055,2,71,16
-4.174308604394228,1,72,16
-4.70821145149853,2,72,16
-3.439042873754863,1,73,16
-4.668424423945817,2,73,16
-3.3469582900252517,1,74,16
-3.3126385325604613,2,74,16
-2.9595110151627186,1,75,16
-3.8443741386652395,2,75,16
-4.327598377138697,1,76,16
-4.976332301168671,2,76,16
-4.208275864546755,1,77,16
-4.328324153759107,2,77,16
-3.534523264801689,1,78,16
-3.4024757739676996,2,78,16
-3.1959622277369313,1,79,16
-4.15051248189968,2,79,16
-2.501296545480659,1,80,16
-2.009127006304701,2,80,16
-2.3985089718797803,1,81,16
-4.0033601031897685,2,81,16
-4.204350378579097,1,82,16
-4.793747600293334,2,82,16
-3.3299539937667633,1,83,16
-4.841380542178938,2,83,16
-2.8299506757345414,1,84,16
-3.876928878773745,2,84,16
-3.9124032033514395,1,85,16
-4.4052747547945605,2,85,16
-2.7671611664873335,1,86,16
-3.781484356572087,2,86,16
-2.4712396044194205,1,87,16
-4.158837272642592,2,87,16
-2.1557186438428233,1,88,16
-2.391140996257951,2,88,16
-2.9175548441067836,1,89,16
-3.8667972362964105,2,89,16
-3.6124157009377207,1,90,16
-5.92437654343229,2,90,16
-0.4762172044701128,1,91,16
-1.7100529542918146,2,91,16
-1.5665410604607841,1,92,16
-2.388756399905653,2,92,16
-2.901619311716324,1,93,16
-4.693058264339189,2,93,16
-1.9420437825976995,1,94,16
-3.8100429239886147,2,94,16
-2.6974297327459347,1,95,16
-4.728405537743295,2,95,16
-3.4007957942968337,1,96,16
-4.8066223789033815,2,96,16
-0.3994020122554744,1,97,16
-2.488605772337075,2,97,16
-3.516422534374621,1,98,16
-3.9360469209159126,2,98,16
-3.4008197594609464,1,99,16
-4.232121566584939,2,99,16
-2.6235249813626775,1,100,16
-4.318687128092161,2,100,16
-2.034474112940317,1,101,16
-2.91293931873548,2,101,16
-3.5549394289693357,1,102,16
-3.1900767108444463,2,102,16
-2.901311128756968,1,103,16
-3.344277713714203,2,103,16
-2.3689962720360085,1,104,16
-3.5376759608207826,2,104,16
-2.0423260179770475,1,105,16
-4.546196747153841,2,105,16
-3.128148594108406,1,106,16
-3.320367566459117,2,106,16
-2.7919396984913645,1,107,16
-4.406149815649126,2,107,16
-2.8664081286887164,1,108,16
-4.067740113066216,2,108,16
-2.6140796250838267,1,109,16
-2.8417826302299107,2,109,16
-2.1185859341745132,1,110,16
-3.2351628773349046,2,110,16
-4.145852256815374,1,111,16
-4.803982198046418,2,111,16
-2.8177399096915887,1,112,16
-4.461510905893968,2,112,16
-2.701826121157326,1,113,16
-2.670872683150789,2,113,16
-3.323724172567568,1,114,16
-4.904226326458197,2,114,16
-0.8912090856770962,1,115,16
-2.4681308269979234,2,115,16
-2.7322709164643184,1,116,16
-4.47274816881352,2,116,16
-1.610397050489247,1,117,16
-2.7375229151831797,2,117,16
-4.904631019641876,1,118,16
-5.4082860574219564,2,118,16
-2.0183689198905195,1,119,16
-2.358304484750459,2,119,16
-4.023783616021168,1,120,16
