z,stage,nsim,params
2.3049078714079245,1,1,13
1.059895082321218,2,1,13
-1.055385439861871,1,2,13
0.0720331267824907,2,2,13
0.8999236939769653,1,3,13
0.38033693419338277,2,3,13
-1.683845032426749,1,4,13
-0.5702078065278862,2,4,13
-1.4766403789051148,1,5,13
-0.9008979200114318,2,5,13
-0.7432960719619277,1,6,13
-0.5458916776367876,2,6,13
-1.1443933590685507,1,7,13
-0.3635051205262506,2,7,13
1.2966441342644994,1,8,13
0.8233500918092979,2,8,13
-1.1048128270594644,1,9,13
-0.48208551074752665,2,9,13
-0.07681373892520059,1,10,13
0.11312622993179725,2,10,13
0.7228085333842837,1,11,13
1.3410178829117976,2,11,13
0.3027878758769914,1,12,13
0.27900802144991066,2,12,13
-1.4991372614487843,1,13,13
-1.6458119419364077,2,13,13
0.9391684245558368,1,14,13
1.3387992261311128,2,14,13
0.05583616191074841,1,15,13
0.5426620240783534,2,15,13
-0.1880098770570483,1,16,13
-0.12916340720045194,2,16,13
1.9113353301410885,1,17,13
1.860941129792854,2,17,13
0.8743657705579826,1,18,13
0.9085727016590559,2,18,13
0.4082172183520977,1,19,13
0.8998448485134977,2,19,13
-1.030296932995991,1,20,13
-0.20899505031989435,2,20,13
-1.0020520712149656,1,21,13
-0.1488451016450406,2,21,13
2.169183193194842,1,22,13
1.4439629195084798,2,22,13
-0.7468232360351539,1,23,13
-1.52436891707069,2,23,13
1.5024076597958216,1,24,13
0.8562077624125831,2,24,13
-0.035864099908588055,1,25,13
0.47143420905386857,2,25,13
0.8983256225101077,1,26,13
0.09449452994440456,2,26,13
1.5749761971192202,1,27,13
1.9517324463219772,2,27,13
-1.2702788489365273,1,28,13
-0.21302410565291993,2,28,13
2.22759353362569,1,29,13
2.1871454592526196,2,29,13
0.13399417285471754,1,30,13
0.2479917562528969,2,30,13
-0.2594506643174289,1,31,13
-0.3669789397333683,2,31,13
-1.316698291235119,1,32,13
-1.740335885377422,2,32,13
0.32237879054420493,1,33,13
-0.7728707569344921,2,33,13
-0.05702819601844728,1,34,13
0.005410491425532819,2,34,13
-0.37698581006842363,1,35,13
0.06398511322185782,2,35,13
0.9955742049567057,1,36,13
0.7686742188514156,2,36,13
1.1443145734619236,1,37,13
0.7008591794105294,2,37,13
-0.0674504135217308,1,38,13
-0.8398588620216344,2,38,13
1.510940164618143,1,39,13
2.2322329788633724,2,39,13
-0.17162755767247273,1,40,13
-0.33880736307549836,2,40,13
-1.323222903518278,1,41,13
-1.8616546695932816,2,41,13
0.24017177796544928,1,42,13
0.9884362834831654,2,42,13
-1.2272631218585695,1,43,13
-0.8174594827839372,2,43,13
-0.10287170349967513,1,44,13
-0.335570314083602,2,44,13
-1.0221209987568312,1,45,13
0.5539133746909957,2,45,13
0.5009112012780385,1,46,13
0.2011864022608421,2,46,13
0.35403842396499524,1,47,13
0.5714896520032279,2,47,13
0.13725792189494182,1,48,13
1.1870678005933424,2,48,13
-0.22276142842752103,1,49,13
0.5449241343411658,2,49,13
1.8743848753684933,1,50,13
1.9641692262354222,2,50,13
1.2413763817476724,1,51,13
-0.20813921280316344,2,51,13
-0.5927060217889262,1,52,13
-1.3726984503661455,2,52,13
-0.15205980350802353,1,53,13
-1.32052758374611,2,53,13
-0.9045937640719304,1,54,13
-0.07745658807726305,2,54,13
0.8858118037587132,1,55,13
1.7533189121989265,2,55,13
-0.3664359854597305,1,56,13
-0.4680406330369018,2,56,13
-1.3118551272093861,1,57,13
-0.04013008995351969,2,57,13
-1.6653657039806726,1,58,13
-1.6105874025766773,2,58,13
-1.4193852467272383,1,59,13
-0.940376305890233,2,59,13
-0.9473536634106924,1,60,13
-1.4764584646010674,2,60,13
-0.9130772821937692,1,61,13
0.056163722607208144,2,61,13
0.28556416779049326,1,62,13
-0.8269425926577985,2,62,13
1.136581093925172,1,63,13
2.559767442211672,2,63,13
0.010800362515598873,1,64,13
