z,stage,nsim,params
-3.399883747389817,1,1,6
-5.474575903219884,2,1,6
-4.004372498785871,1,2,6
-4.201154183890557,2,2,6
-4.333437032577702,1,3,6
-5.350811141526761,2,3,6
-3.6964740530127753,1,4,6
-3.69946610451244,2,4,6
-3.6792867752091825,1,5,6
-4.9088680209146105,2,5,6
-4.220421545995989,1,6,6
-6.117998323426889,2,6,6
-3.441491794481583,1,7,6
-5.201574287464476,2,7,6
-1.788813331759798,1,8,6
-4.3213142513011915,2,8,6
-5.321246766874538,1,9,6
-6.947668222353212,2,9,6
-3.8202693125474396,1,10,6
-4.950187737013474,2,10,6
-4.1366892329605065,1,11,6
-4.4341556360638865,2,11,6
-3.9326651331354787,1,12,6
-4.3548547964960145,2,12,6
-3.731146374076094,1,13,6
-5.470711266227033,2,13,6
-3.3408961563347694,1,14,6
-5.299200804877213,2,14,6
-3.7013507590513393,1,15,6
-5.11404058399419,2,15,6
-5.265929049750016,1,16,6
-7.449789833598256,2,16,6
-2.922053163209478,1,17,6
-3.913134699415042,2,17,6
-5.4552691755623774,1,18,6
-6.343519293963694,2,18,6
-3.1710986646127988,1,19,6
-5.631070672021195,2,19,6
-4.353044250659948,1,20,6
-5.470152434493739,2,20,6
-4.798469352617794,1,21,6
-5.724544830773743,2,21,6
-4.141314533127889,1,22,6
-5.704341387000796,2,22,6
-3.302440787141455,1,23,6
-6.060939035201636,2,23,6
-2.8902728829773134,1,24,6
-4.176538371678802,2,24,6
-3.746969790478185,1,25,6
-5.365610157841534,2,25,6
-5.052759779227184,1,26,6
-6.490018715659566,2,26,6
-3.7192350540759036,1,27,6
-5.356390023933247,2,27,6
-3.314116946130676,1,28,6
-5.284514999136421,2,28,6
-3.8580047995131435,1,29,6
-5.9053095085299345,2,29,6
-2.819103011158968,1,30,6
-4.634368060651377,2,30,6
-2.906269506748712,1,31,6
-4.66410311581438,2,31,6
-4.031886708691991,1,32,6
-6.262829515690619,2,32,6
-3.523559962238319,1,33,6
-4.045745546401436,2,33,6
-3.8769576427812757,1,34,6
-5.924010752759511,2,34,6
-3.3364647351078585,1,35,6
-5.002487390041458,2,35,6
-4.563888124171537,1,36,6
-5.728434235590083,2,36,6
-4.265196346803745,1,37,6
-5.956285052431618,2,37,6
-3.623896264774544,1,38,6
-5.803438513800938,2,38,6
-4.543721603993793,1,39,6
-5.96951985391483,2,39,6
-4.116093579578555,1,40,6
-4.921035404803182,2,40,6
-4.965076208206227,1,41,6
-5.843022973366009,2,41,6
-3.149632365252711,1,42,6
-3.667960138013662,2,42,6
-3.1296703675209576,1,43,6
-4.544811054242789,2,43,6
-4.4546525839580315,1,44,6
-6.020173751377126,2,44,6
-3.144109203373044,1,45,6
-5.851076262587065,2,45,6
-3.668699296930507,1,46,6
-4.9145240132713015,2,46,6
-5.085644788544328,1,47,6
-6.431313438237696,2,47,6
-4.317528822465059,1,48,6
-4.503922700486242,2,48,6
-3.8511884690165306,1,49,6
-5.519601510755361,2,49,6
-3.617235718591694,1,50,6
-5.006907729052033,2,50,6
-3.977875719672946,1,51,6
-5.357357708895806,2,51,6
-4.058647614071473,1,52,6
-5.414173943191873,2,52,6
-4.6563882559323755,1,53,6
-7.076031238724967,2,53,6
-5.248376299768464,1,54,6
-5.621988099138242,2,54,6
-4.683623214308942,1,55,6
-5.465970891304664,2,55,6
-4.274934382986689,1,56,6
-6.3354425073203755,2,56,6
-3.854965971875415,1,57,6
-4.599209346550747,2,57,6
-4.176539641903447,1,58,6
-5.373109676907797,2,58,6
-3.987758983182241,1,59,6
-5.328443058062124,2,59,6
-1.8790749778582605,1,60,6
-4.193331400333938,2,60,6
-2.716033140355438,1,61,6
-5.401031635633762,2,61,6
-5.303754795962304,1,62,6
-7.507915541647415,2,62,6
-2.5611215936669662,1,63,6
-4.779789406519614,2,63,6
-2.577050005725689,1,64,6
-5.294619106530792,2,64,6
-4.560969727063171,1,65,6
-5.589351488549641,2,65,6
-4.831436922830144,1,66,6
-5.886274764332377,2,66,6
-1.8777152373839703,1,67,6
-4.502380155145631,2,67,6
-4.823151781441661,1,68,6
-6.4153625331921615,2,68,6
-4.199887529194142,1,69,6
-5.426279529452109,2,69,6
-5.568059030099811,1,70,6
-6.0509476986323865,2,70,6
-4.7890727803372926,1,71,6
-6.655665798459689,2,71,6
-4.414292680312393,1,72,6
-7.3095773365359955,2,72,6
-3.3291644823283795,1,73,6
-5.738576222947344,2,73,6
-3.201255357125108,1,74,6
-5.085689884643784,2,74,6
-3.1051842269210286,1,75,6
-4.7338112781680515,2,75,6
-3.2477776184847635,1,76,6
-4.825288924561921,2,76,6
-5.942351776338714,1,77,6
-6.212126135953481,2,77,6
-4.800773483181585,1,78,6
-5.765887631834851,2,78,6
-4.087580980627822,1,79,6
-4.43805710145076,2,79,6
-3.91590874580113,1,80,6
-6.27483240989796,2,80,6
-4.886949336259191,1,81,6
-4.922312769054718,2,81,6
-5.3566393066091775,1,82,6
-6.080221716281375,2,82,6
-4.272494830034769,1,83,6
-5.687653696657352,2,83,6
-2.5652580737797903,1,84,6
-4.8951522220297115,2,84,6
-3.859715878533635,1,85,6
-6.580875203603732,2,85,6
-4.856157405717648,1,86,6
-5.766216178863224,2,86,6
-3.2956648913415534,1,87,6
-5.523839853197693,2,87,6
-3.9317136451126524,1,88,6
-5.659057124139426,2,88,6
-3.477986092375805,1,89,6
-5.010653793660514,2,89,6
-4.980223889902797,1,90,6
-6.865245418463782,2,90,6
-2.991858157682486,1,91,6
-4.883369989618595,2,91,6
-2.4853686946269278,1,92,6
-5.072204006313191,2,92,6
-3.8864168967878014,1,93,6
-6.301948720648926,2,93,6
-3.6979198930420667,1,94,6
-6.495069218349992,2,94,6
-2.6252545128554132,1,95,6
-5.39492298872258,2,95,6
-3.2629588362822015,1,96,6
-4.759251247775787,2,96,6
-3.122596988366751,1,97,6
-4.800495638811148,2,97,6
-3.3162039727713077,1,98,6
-5.427340033142262,2,98,6
-2.3304165781534296,1,99,6
-3.45685962350737,2,99,6
-2.921550391436786,1,100,6
-5.242639703641041,2,100,6
-4.236764720409672,1,101,6
-5.812339330754577,2,101,6
-5.259270305911227,1,102,6
-6.959511920557605,2,102,6
-4.76630031121813,1,103,6
-6.373824858218997,2,103,6
-4.514398960881698,1,104,6
-5.1801499626144825,2,104,6
-3.9007468777238214,1,105,6
-5.354378842922512,2,105,6
-4.119996997926011,1,106,6
-5.522722939044223,2,106,6
-1.799147054831422,1,107,6
-3.881416780146148,2,107,6
-3.3090009772675564,1,108,6
-5.38685571387925,2,108,6
-4.601428485007649,1,109,6
-6.1552384501938064,2,109,6
-3.068884947125526,1,110,6
-3.893444536998847,2,110,6
-3.9232073231673326,1,111,6
-5.066863634048368,2,111,6
-3.70779803439117,1,112,6
-4.436419685686023,2,112,6
-3.4426575057329165,1,113,6
-5.419233866314969,2,113,6
-3.3587571130917704,1,114,6
-5.187310372628889,2,114,6
-3.423328253880039,1,115,6
-6.177117718854543,2,115,6
-2.0527475654345286,1,116,6
-3.179869520228899,2,116,6
-4.8188376024965764,1,117,6
-6.530086268711322,2,117,6
-1.6634767856359098,1,118,6
-3.6528317213134662,2,118,6
-3.4171058865658464,1,119,6
-3.860232042003202,2,119,6
-3.068736815757185,1,120,6
-4.315976702128495,2,120,6
-3.6550868142558155,1,121,6
-6.141859264360194,2,121,6
-6.156784476432897,1,122,6
-7.151964119098551,2,122,6
-4.957971927945971,1,123,6
-7.114246293488756,2,123,6
-3.9860650099142574,1,124,6
-5.5957904385055,2,124,6
-1.8832914746394944,1,125,6
-4.167811196415048,2,125,6
-4.312260396984577,1,126,6
-5.650554986389504,2,126,6
-3.9431941972845235,1,127,6
-6.333133800826603,2,127,6
-4.804018924571717,1,128,6
-5.514190877691531,2,128,6
-2.4248450947552103,1,129,6
-5.002590825750366,2,129,6
-4.0007418270474515,1,130,6
-5.246678892982024,2,130,6
-5.706494185521884,1,131,6
-7.618237708229875,2,131,6
-3.390344969999051,1,132,6
-4.7697169590150805,2,132,6
-5.185891143771895,1,133,6
-6.278529845776997,2,133,6
-2.856277082604841,1,134,6
-4.519083486674298,2,134,6
-2.9365456419100804,1,135,6
-4.735788189036468,2,135,6
-4.1231570829765225,1,136,6
-6.267821440754869,2,136,6
-4.8953251167654575,1,137,6
-5.884617639670638,2,137,6
-3.332727299153521,1,138,6
-4.914455209390777,2,138,6
-5.169675249438869,1,139,6
-5.8891819975240685,2,139,6
-2.976185021482401,1,140,6
-4.991008748160167,2,140,6
-4.4084504135380485,1,141,6
-6.137342227563296,2,141,6
-3.897487467033826,1,142,6
-6.508022542803065,2,142,6
-5.233736590119574,1,143,6
-6.836895284801517,2,143,6
-2.702564399264642,1,144,6
-4.684965672843802,2,144,6
-5.765524365495616,1,145,6
-6.271691656779525,2,145,6
-3.656355895576714,1,146,6
-5.44758734992781,2,146,6
-4.067619162917222,1,147,6
-6.39610189369175,2,147,6
-4.65244954905954,1,148,6
-5.769996601281545,2,148,6
-3.3235784386966842,1,149,6
-5.272250849973421,2,149,6
-2.4603995102026612,1,150,6
-4.376417456245834,2,150,6
-2.739755949197365,1,151,6
-4.777508527586569,2,151,6
-3.875127854374527,1,152,6
-5.911219631918604,2,152,6
-3.729404615955271,1,153,6
-5.623213405031795,2,153,6
-2.4285958502971465,1,154,6
-4.833393127785312,2,154,6
-4.418139644659259,1,155,6
-5.916003135806289,2,155,6
-3.0836791120910587,1,156,6
-5.363106313507215,2,156,6
-2.3776818630887977,1,157,6
-5.142372376394929,2,157,6
-3.420060771906551,1,158,6
-5.971996765601579,2,158,6
-4.372413541386037,1,159,6
-5.174957590007435,2,159,6
-4.360203523151185,1,160,6
-6.750900906353953,2,160,6
-4.339594373800919,1,161,6
-4.049076294636848,2,161,6
-4.37056396292995,1,162,6
-5.578825767550355,2,162,6
-4.401313850902183,1,163,6
-7.096736804919557,2,163,6
-3.5393575349736395,1,164,6
-4.824704982931712,2,164,6
-4.718144287113593,1,165,6
-6.660393509520693,2,165,6
-4.129195474664484,1,166,6
-5.393755062528999,2,166,6
-5.201263420178295,1,167,6
-6.6517219524166675,2,167,6
-3.916117466335631,1,168,6
-6.173880461692584,2,168,6
-3.463165865774721,1,169,6
-6.031858629274073,2,169,6
-2.1563718644155245,1,170,6
-4.3179767737721955,2,170,6
-3.2749579566545117,1,171,6
-5.015499465762219,2,171,6
-3.0572134684336776,1,172,6
-4.656764418795747,2,172,6
-3.484478033817339,1,173,6
-5.2360115272097465,2,173,6
-3.345275906237827,1,174,6
-5.576988172912016,2,174,6
-3.8627546166460194,1,175,6
-5.59642097160195,2,175,6
-5.541709874050744,1,176,6
-6.526879724304848,2,176,6
-5.364118674899977,1,177,6
-6.569396697614949,2,177,6
-5.244725828041336,1,178,6
-7.590093574531754,2,178,6
-4.124667548961092,1,179,6
-6.296829664891795,2,179,6
-4.069773066487406,1,180,6
-5.477346314203143,2,180,6
-3.5106810944516385,1,181,6
-4.3749563414441,2,181,6
-3.123280053168415,1,182,6
-4.093539054935779,2,182,6
-4.55275509286777,1,183,6
-6.059113521666132,2,183,6
-3.106521196070983,1,184,6
-5.236651802345423,2,184,6
-5.764468893322541,1,185,6
-7.601013992610437,2,185,6
-5.5776525796435905,1,186,6
-7.2792765048087205,2,186,6
-4.518294498414069,1,187,6
-5.535422406257879,2,187,6
-4.180688175633915,1,188,6
-6.222644186838428,2,188,6
-3.9440906414020276,1,189,6
-5.2933474123673285,2,189,6
-3.621109190104758,1,190,6
-6.43236676796891,2,190,6
-3.9065290068394147,1,191,6
-4.938185398224374,2,191,6
-4.222951544144608,1,192,6
-6.1503098275015455,2,192,6
-4.242315809086926,1,193,6
-5.783566989698079,2,193,6
-4.219165872007702,1,194,6
-5.62261702170885,2,194,6
-3.3629869448023455,1,195,6
-5.105610186847092,2,195,6
-1.55848031145231,1,196,6
-4.900033886885545,2,196,6
-5.415524083603358,1,197,6
-7.623047565828142,2,197,6
-3.805717128632123,1,198,6
-5.795078457885513,2,198,6
-2.647331806100293,1,199,6
-5.278525829167641,2,199,6
-4.015656475421588,1,200,6
-5.603544484019521,2,200,6
-3.3707679784197597,1,201,6
-4.530991320981286,2,201,6
-3.0045346725879893,1,202,6
-4.419268833067135,2,202,6
-4.4557556085647185,1,203,6
-4.6772733340037504,2,203,6
-4.578393805302962,1,204,6
-5.909186003236503,2,204,6
-5.786165730183241,1,205,6
-7.000560075761412,2,205,6
-4.320956478555552,1,206,6
-5.324231573087953,2,206,6
-4.115291856063204,1,207,6
-5.4536467445704115,2,207,6
-4.025404810251015,1,208,6
-5.274030118588476,2,208,6
-3.941663498133269,1,209,6
-4.081580618933126,2,209,6
-4.058409967468512,1,210,6
-6.572486613882297,2,210,6
-4.345063057861602,1,211,6
-5.702919619256424,2,211,6
-4.773440489453351,1,212,6
-7.5717992185699865,2,212,6
-4.132709398700887,1,213,6
-6.333988401385256,2,213,6
-2.5192356274737198,1,214,6
-5.0344576769873735,2,214,6
-4.608947181563405,1,215,6
-5.7979087978383905,2,215,6
-2.6524252585920856,1,216,6
-5.321741525807304,2,216,6
-3.775200485643203,1,217,6
-6.062690298646498,2,217,6
-4.036373977198523,1,218,6
-5.955946436768323,2,218,6
-5.0174758907108945,1,219,6
-5.831000128782228,2,219,6
-3.7392268552201156,1,220,6
-6.0112282381849615,2,220,6
-2.4871854184296587,1,221,6
-5.624042685655104,2,221,6
-4.257703828034764,1,222,6
-5.45157649694676,2,222,6
-3.237063256167665,1,223,6
-4.596527261012901,2,223,6
-3.197367741969806,1,224,6
-4.712212076768161,2,224,6
-4.001366346802801,1,225,6
-5.6893297629245145,2,225,6
-3.2827942455431436,1,226,6
-5.267262137765513,2,226,6
-3.143434864836865,1,227,6
-4.640830097897573,2,227,6
-3.7015803617653815,1,228,6
-6.300337357647384,2,228,6
-3.2900568989400454,1,229,6
-4.450306536119695,2,229,6
-4.471908864208447,1,230,6
-5.469731609018194,2,230,6
-3.5777288045846056,1,231,6
-4.615193653560067,2,231,6
-4.126708542937314,1,232,6
-6.707297053755349,2,232,6
-3.560758251205713,1,233,6
-5.904438096575568,2,233,6
-4.342674367461705,1,234,6
-5.47394328074093,2,234,6
-2.7721270892125762,1,235,6
-4.086969207860124,2,235,6
-4.86898703527216,1,236,6
-6.43245139001036,2,236,6
-3.0170435276523735,1,237,6
-3.693082189871562,2,237,6
-2.0434362103622674,1,238,6
-5.291926401937745,2,238,6
-5.196725274258478,1,239,6
-6.306043396820772,2,239,6
-3.256652969131139,1,240,6
-5.951605973165262,2,240,6
-4.589128091784659,1,241,6
-6.142117374763073,2,241,6
-3.411405731810235,1,242,6
-4.373821339536305,2,242,6
-4.468476673106585,1,243,6
-4.562037006729551,2,243,6
-2.6920115087777874,1,244,6
-5.004195660711334,2,244,6
-1.949843150061251,1,245,6
-3.725141160552142,2,245,6
-5.156013503475403,1,246,6
-6.093086532067962,2,246,6
-4.215534539884572,1,247,6
-5.612068759315339,2,247,6
-4.195544217241104,1,248,6
-5.580860961083322,2,248,6
-2.8618510373509736,1,249,6
-4.914116316118248,2,249,6
-3.2602203184367773,1,250,6
-4.8526116500080825,2,250,6
-3.650154366886896,1,251,6
-5.805002074278016,2,251,6
-3.72956013069035,1,252,6
-4.363947531966238,2,252,6
-4.548909715572378,1,253,6
-5.326428246360386,2,253,6
-4.321763721258687,1,254,6
-6.676770456326203,2,254,6
-4.00740250816078,1,255,6
-6.308250487070509,2,255,6
-5.352896430338257,1,256,6
-7.602074114615949,2,256,6
-4.318205397010923,1,257,6
-7.4058515858206695,2,257,6
-4.508045102372891,1,258,6
-5.453486044441329,2,258,6
-3.7138478534426462,1,259,6
-6.090485015211034,2,259,6
-2.7425148817223852,1,260,6
-4.068678223399594,2,260,6
-4.857392055890491,1,261,6
-5.462644755512777,2,261,6
-3.506884420441839,1,262,6
-5.889774057895248,2,262,6
-2.631619201297176,1,263,6
-5.022475036567063,2,263,6
-4.952836216006747,1,264,6
-6.502061079126424,2,264,6
-3.4673708625612902,1,265,6
-5.729341694349581,2,265,6
-3.832357013653869,1,266,6
-4.079795841034948,2,266,6
-4.986227029418244,1,267,6
-5.482977714598367,2,267,6
-3.6133571438355396,1,268,6
-4.750652673460295,2,268,6
-3.392924798740357,1,269,6
-4.24256702321556,2,269,6
-1.8797679645596115,1,270,6
-3.765378935265951,2,270,6
-3.609656791637501,1,271,6
-5.5882060443709936,2,271,6
-3.3865370160254837,1,272,6
-5.247554081882771,2,272,6
-5.3464995028264655,1,273,6
-8.453902011877878,2,273,6
-5.197614527703705,1,274,6
-6.385502669228641,2,274,6
-4.788058637646178,1,275,6
-6.9617813707901535,2,275,6
-3.583577565924463,1,276,6
-4.852098672115895,2,276,6
-3.0523969959935098,1,277,6
-4.815378398381635,2,277,6
-4.8000421689361925,1,278,6
-5.924946159638812,2,278,6
-3.9020186577723486,1,279,6
-4.889746752673345,2,279,6
-2.6278198014149936,1,280,6
-4.805551561577588,2,280,6
-3.341658716464674,1,281,6
-4.792489776117902,2,281,6
-4.257787621420269,1,282,6
-5.29135955844404,2,282,6
-4.233810003941464,1,283,6
-5.799316545135753,2,283,6
-4.304209762722694,1,284,6
-6.488725691723699,2,284,6
-2.622661988416574,1,285,6
-4.8979119581326005,2,285,6
-4.324059433540525,1,286,6
-5.294271097051731,2,286,6
-4.202663014443678,1,287,6
-5.011968746494927,2,287,6
-5.321127954101134,1,288,6
-6.786173436071876,2,288,6
-3.669842518248166,1,289,6
-5.8913616310380945,2,289,6
-3.304268541204203,1,290,6
-4.341564246053177,2,290,6
-3.8314815279988697,1,291,6
-5.301610197264209,2,291,6
-3.4170203384804503,1,292,6
-5.779409879007344,2,292,6
-4.764120920781597,1,293,6
-7.29562006827704,2,293,6
-4.754768123197546,1,294,6
-6.0853307201277635,2,294,6
-2.547285658570668,1,295,6
-4.618615004652715,2,295,6
-3.7047137151149716,1,296,6
-5.388497169786104,2,296,6
-3.455458576357416,1,297,6
-5.852965734289778,2,297,6
-3.154800699627007,1,298,6
-4.975181238205232,2,298,6
-6.010854614511182,1,299,6
-7.763594119766494,2,299,6
-4.343626422625126,1,300,6
-5.4720870424924195,2,300,6
-4.6033440692720164,1,301,6
-7.135418623093233,2,301,6
-5.322388236365666,1,302,6
-6.075122009566732,2,302,6
-4.232665973510347,1,303,6
-6.087407853986265,2,303,6
-4.297921609086835,1,304,6
-5.800955942754741,2,304,6
-4.086879403208098,1,305,6
-4.682229400740938,2,305,6
-3.117837896068513,1,306,6
-5.055308809425225,2,306,6
-3.6749274125422247,1,307,6
-5.366951438478147,2,307,6
-5.01117325212793,1,308,6
-7.335623595477823,2,308,6
-4.259299121051698,1,309,6
-6.166031056722077,2,309,6
-2.1213370758892145,1,310,6
-3.8256494495908475,2,310,6
-4.28518338274057,1,311,6
-5.755234279255191,2,311,6
-4.426721956558655,1,312,6
-5.996173759608943,2,312,6
-3.278723518108992,1,313,6
-5.193476974779941,2,313,6
-4.924034277956195,1,314,6
-6.012848899325774,2,314,6
-3.5736724399539193,1,315,6
-4.850146611159804,2,315,6
-2.509907515860825,1,316,6
-5.333982068571463,2,316,6
-3.248047204045358,1,317,6
-4.7922915733667875,2,317,6
-4.889988209750461,1,318,6
-6.801138531646981,2,318,6
-6.355888395831178,1,319,6
-7.172130642771998,2,319,6
-4.796464928683739,1,320,6
-6.856205461728813,2,320,6
-2.5406846483679253,1,321,6
-5.246335344064095,2,321,6
-1.7334715556970275,1,322,6
-4.423981584418216,2,322,6
-3.9964510779658475,1,323,6
-5.4681612595303815,2,323,6
-3.6815720827103884,1,324,6
-6.227323217696362,2,324,6
-3.727412224158128,1,325,6
-5.695245737045556,2,325,6
-4.883647575325002,1,326,6
-6.262361421296421,2,326,6
-5.079738073791322,1,327,6
-7.555659530769786,2,327,6
-2.360313021576897,1,328,6
-4.908281705329849,2,328,6
-5.0970285967969025,1,329,6
-6.582284804213505,2,329,6
-3.8001338558888076,1,330,6
-4.72982383061368,2,330,6
-4.095490843153494,1,331,6
-6.064585658432962,2,331,6
-4.683789580791174,1,332,6
-6.063040658337931,2,332,6
-4.540759803807602,1,333,6
-6.465012734330769,2,333,6
-3.6492030929978707,1,334,6
-5.076162205815118,2,334,6
-3.7924134904869966,1,335,6
-5.141796202013475,2,335,6
-4.892822862542933,1,336,6
-6.827138625767057,2,336,6
-2.832263328818476,1,337,6
-5.093432422497301,2,337,6
-3.817538925605687,1,338,6
-5.96628854359196,2,338,6
-3.1328103983848576,1,339,6
-5.966300302074474,2,339,6
-3.615832228869241,1,340,6
-4.311153125756687,2,340,6
-3.964782940320104,1,341,6
-5.426144347212416,2,341,6
-3.808205230474179,1,342,6
-5.008343072526536,2,342,6
-4.545480151667037,1,343,6
-6.2659240335533415,2,343,6
-5.679091569773728,1,344,6
-7.116110948270869,2,344,6
-4.055292106745027,1,345,6
-4.940861961480665,2,345,6
-2.1954988310386847,1,346,6
-4.536444644899115,2,346,6
-4.670030157022685,1,347,6
-6.333213886933738,2,347,6
-3.0813130871535743,1,348,6
-4.896649455442494,2,348,6
-3.2046385894001186,1,349,6
-3.7148729224259034,2,349,6
-4.1163110531413984,1,350,6
-5.933799272166723,2,350,6
-4.196209381222263,1,351,6
-5.478485837121669,2,351,6
-1.7546757689681836,1,352,6
-4.5882050495848,2,352,6
-4.738012095802803,1,353,6
-6.338596339587447,2,353,6
-5.779553205499151,1,354,6
-6.875877451477708,2,354,6
-2.8993055131617633,1,355,6
-4.3902445180094585,2,355,6
-2.7570624642917787,1,356,6
-4.189927594897381,2,356,6
-4.908111905134517,1,357,6
-5.755380987469362,2,357,6
-3.4137896486525072,1,358,6
-6.552975036066806,2,358,6
-4.522576800950987,1,359,6
-4.500244646055316,2,359,6
-3.9932347570427114,1,360,6
-5.907298996489235,2,360,6
-2.5307747142137385,1,361,6
-4.5712218124388455,2,361,6
-4.574233872900328,1,362,6
-5.272697013723156,2,362,6
-4.620519276651831,1,363,6
-5.842847958400899,2,363,6
-4.139653904084469,1,364,6
-5.940009127374623,2,364,6
-4.975335637602252,1,365,6
-7.096038895074813,2,365,6
-3.1851310886372963,1,366,6
-5.2021572994427245,2,366,6
-4.257095281716597,1,367,6
-5.825832804263774,2,367,6
-3.4239000694087056,1,368,6
-6.918808773651239,2,368,6
-4.080511361198852,1,369,6
-5.978863888976865,2,369,6
-3.0968971754175882,1,370,6
-5.152489457168265,2,370,6
-2.692384316621858,1,371,6
-4.55278540625266,2,371,6
-2.1042806717296805,1,372,6
-4.4862797745393665,2,372,6
-2.809933715753295,1,373,6
-4.7388798527525315,2,373,6
-3.971456848041337,1,374,6
