z,stage,nsim,params
-3.6095936509312847,1,1,23
-6.789214346885539,2,1,23
-5.30957988046115,1,2,23
-6.525254943813974,2,2,23
-3.017631347191221,1,3,23
-5.368308884838304,2,3,23
-5.804258639040435,1,4,23
-7.632487306128674,2,4,23
-6.006710030490219,1,5,23
-9.093141655528632,2,5,23
-4.981183750637541,1,6,23
-7.6159380513047426,2,6,23
-6.341885764126812,1,7,23
-9.061937286490572,2,7,23
-5.020720787061403,1,8,23
-7.5904332409395945,2,8,23
-6.7302176824820625,1,9,23
-8.328673468427167,2,9,23
-4.070644782559912,1,10,23
-5.820091958622761,2,10,23
-4.206279088918421,1,11,23
-6.290083013278573,2,11,23
-5.966804746827187,1,12,23
-9.268408488849708,2,12,23
-6.541821818492877,1,13,23
-9.24601507888769,2,13,23
-6.452508890455171,1,14,23
-8.584500934011805,2,14,23
-5.221530284399135,1,15,23
-7.4203897675957515,2,15,23
-4.783178573630639,1,16,23
-7.565807289005938,2,16,23
-5.439660900845277,1,17,23
-8.048059628102278,2,17,23
-5.131559866156676,1,18,23
-5.982856899882604,2,18,23
-4.008418837914889,1,19,23
-6.322454249952361,2,19,23
-5.792276999695718,1,20,23
-8.172410706431537,2,20,23
-5.769287725256659,1,21,23
-7.088080560689109,2,21,23
-5.465472541433761,1,22,23
-7.728040267573261,2,22,23
-5.572754953794233,1,23,23
-8.647794145749673,2,23,23
-5.1198003405715,1,24,23
-7.845192880676684,2,24,23
-8.665767112922355,1,25,23
-10.458570190753987,2,25,23
-5.4250352109840225,1,26,23
-7.239528966273808,2,26,23
-5.725373344289535,1,27,23
-8.628165965353016,2,27,23
-6.568662674216004,1,28,23
-8.752955905975814,2,28,23
-2.926012601823795,1,29,23
-6.593554986260755,2,29,23
-3.3094294687111856,1,30,23
-6.436096921646552,2,30,23
-4.42503234082375,1,31,23
-7.7996359051259905,2,31,23
-6.1662282168398885,1,32,23
-8.594933896691892,2,32,23
-5.068239155548476,1,33,23
-7.945823354843712,2,33,23
-4.340960569701898,1,34,23
-6.816489585916189,2,34,23
-5.194398126609013,1,35,23
-7.276955478752223,2,35,23
-4.075645172266371,1,36,23
-6.624023811041805,2,36,23
-3.9159529800016726,1,37,23
-6.713938729742886,2,37,23
-6.218055501505258,1,38,23
-8.550936449554696,2,38,23
-5.104950932423057,1,39,23
-7.030013323074311,2,39,23
-4.57760189833996,1,40,23
-6.420145652155787,2,40,23
-5.290899290140317,1,41,23
-7.182586771703289,2,41,23
-5.932772292324981,1,42,23
-6.361837077686262,2,42,23
-5.916492516971731,1,43,23
-7.576820723271419,2,43,23
-4.311037600803563,1,44,23
-7.140267779902259,2,44,23
-5.679336697724009,1,45,23
-7.572038131390287,2,45,23
-5.86314265318334,1,46,23
-8.13370193912115,2,46,23
-5.207253514620046,1,47,23
-7.494256296955796,2,47,23
-5.8335019562975745,1,48,23
-7.69248710425044,2,48,23
-5.171263252333874,1,49,23
-8.317996746988625,2,49,23
-4.840201121734816,1,50,23
-7.344180906045258,2,50,23
-6.0794884693531746,1,51,23
-8.195783163308144,2,51,23
-4.2783321068086435,1,52,23
-7.5667828911576756,2,52,23
-4.600444115049886,1,53,23
-7.594162230374861,2,53,23
-6.5718749712997955,1,54,23
-7.914965326243754,2,54,23
