z,stage,nsim,params
-0.8130365679257233,1,1,25
0.21569447086897886,2,1,25
0.5058778873431737,3,1,25
0.6337413450306971,4,1,25
0.7296015541888867,5,1,25
0.620278542874736,1,2,25
1.1182722809077554,2,2,25
0.9114042933646322,3,2,25
0.9964324589571032,4,2,25
0.8629445832200493,5,2,25
0.7185240906087407,1,3,25
-0.09667948158105198,2,3,25
-0.8203019283145904,3,3,25
-0.7790557008892884,4,3,25
-0.9941943535557596,5,3,25
0.5310802942591842,1,4,25
-0.3563196107077431,2,4,25
-1.1342073721558767,3,4,25
-0.9232530471712697,4,4,25
-0.7945811731401315,5,4,25
1.101618045518061,1,5,25
1.1497656105879286,2,5,25
1.068333789070976,3,5,25
0.4430803622731642,4,5,25
0.5523177137943667,5,5,25
0.8503886557103771,1,6,25
0.23636587668147563,2,6,25
0.6140877861706447,3,6,25
0.09460421852486459,4,6,25
0.6419860653493186,5,6,25
1.183525752890323,1,7,25
0.6939587350572095,2,7,25
0.6341684389215566,3,7,25
-0.1063042005713761,4,7,25
-0.44590567252384483,5,7,25
1.4832143673965241,1,8,25
1.6722831868202013,2,8,25
0.892325772661887,3,8,25
0.9705500730028821,4,8,25
0.48993432595657227,5,8,25
-0.3826111484743416,1,9,25
-0.7434261775838615,2,9,25
-0.6314378932093978,3,9,25
-1.4997825448695146,4,9,25
-1.2106097080842544,5,9,25
-0.38420103035620207,1,10,25
-0.5129153593336044,2,10,25
-0.9123165476624555,3,10,25
-0.7448290489948476,4,10,25
-1.3717140061212716,5,10,25
0.1325241700697158,1,11,25
0.6053720363304564,2,11,25
1.5174215379795744,3,11,25
2.053849026816124,4,11,25
1.9722975797546562,5,11,25
-0.10800222957775153,1,12,25
0.5813743675878932,2,12,25
0.07739842074625812,3,12,25
0.5780252121569166,4,12,25
1.0583431371727197,5,12,25
-0.8714036691453428,1,13,25
-1.3600729273415832,2,13,25
-1.3454010522124753,3,13,25
-0.19580911984002508,4,13,25
-0.33994522677588884,5,13,25
0.08909798688133796,1,14,25
1.3658547820103986,2,14,25
0.637411724196486,3,14,25
-0.005140909813113063,4,14,25
0.2884773018819016,5,14,25
-0.11184802761799574,1,15,25
-1.0103430867883343,2,15,25
-0.7965841193556855,3,15,25
-0.5632300303776818,4,15,25
-0.6758209530245467,5,15,25
-1.2266170463369857,1,16,25
-1.6599383163250614,2,16,25
-1.8353204828669554,3,16,25
-1.011700437977278,4,16,25
-1.45960752611885,5,16,25
0.01719575337799219,1,17,25
1.3720290939013748,2,17,25
1.0057529001126637,3,17,25
1.2351639369019627,4,17,25
1.117948488789833,5,17,25
-0.07522594956244597,1,18,25
-0.2837095325533443,2,18,25
-0.360546940791317,3,18,25
-0.7656260303118283,4,18,25
-1.045641376557937,5,18,25
-1.055074034012573,1,19,25
-1.7884758986102736,2,19,25
-0.9984005261152211,3,19,25
-1.2679364093222245,4,19,25
-1.9240724046110904,5,19,25
-0.745541875189606,1,20,25
-0.36213683175815514,2,20,25
-0.07087852160367399,3,20,25
-0.09909980035233402,4,20,25
0.305668026145699,5,20,25
1.704972096161346,1,21,25
1.2360006674345785,2,21,25
1.5308921374948494,3,21,25
1.2487421151196592,4,21,25
0.5117091669627667,5,21,25
0.4354121033790298,1,22,25
0.6685252247642861,2,22,25
0.18253485932361216,3,22,25
-0.19929527037513275,4,22,25
-0.09681477422181559,5,22,25
-0.640864775002696,1,23,25
-1.0742612062265327,2,23,25
-1.2580754673203152,3,23,25
-0.7815333032192687,4,23,25
-0.9876193435418599,5,23,25
1.3397354812920013,1,24,25
0.34396669654843276,2,24,25
0.9377201612794331,3,24,25
1.4488194580774039,4,24,25
1.2416561876254206,5,24,25
-0.1246304204347651,1,25,25
-1.2670399118100943,2,25,25
-0.7525677441112079,3,25,25
0.18324282310037388,4,25,25
1.076234910956835,5,25,25
-0.01825945471332358,1,26,25
-0.7619685997813479,2,26,25
-0.4402749453562239,3,26,25
1.3260500915688145,4,26,25
1.3408930676058257,5,26,25
0.11319275794378902,1,27,25
-1.0366758608185331,2,27,25
-0.8086519372828809,3,27,25
-0.47867494594714183,4,27,25
0.033416436454320714,5,27,25
0.7237637200200437,1,28,25
-0.31744967050151335,2,28,25
-2.196829039360782,3,28,25
-1.5856378678091014,4,28,25
-1.27544622522137,5,28,25
-0.018092470229029687,1,29,25
-0.3360124196837655,2,29,25
1.0222520260755539,3,29,25
1.4066902517659567,4,29,25
0.7192914142449878,5,29,25
0.7222231167974867,1,30,25
0.3429414295541846,2,30,25
0.0772507379011354,3,30,25
-0.4462894481625642,4,30,25
-0.6171911457679583,5,30,25
