z,stage,nsim,params
-101.23233090775018,1,1,21
-2.732565781325931,2,1,21
-3.0299854227285588,1,2,21
-3.038031501060506,2,2,21
-0.4703274992176677,1,3,21
-276.6252205948903,2,3,21
-2.998830233667837,1,4,21
-3.7548253073382027,2,4,21
-3.770208002957506,1,5,21
-5.560484521512728,2,5,21
-329.5630921940663,1,6,21
-4.057042485828155,2,6,21
-3.7023809343386076,1,7,21
-5.479938088363533,2,7,21
-1.7329947106206403,1,8,21
-558.4069239674591,2,8,21
-675.4552570938677,1,9,21
-4.539755024948736,2,9,21
-206.3019018959128,1,10,21
-2.2147514165542623,2,10,21
-1.641800828116956,1,11,21
-329.14756800538385,2,11,21
-3.0207744866041524,1,12,21
-5.638600772275061,2,12,21
-3.856468936070554,1,13,21
-5.905597275343002,2,13,21
-644.90951654538,1,14,21
-720.1336033434283,2,14,21
-2.9727564385396796,1,15,21
-4.260640168822341,2,15,21
-300.5137672658493,1,16,21
-3.844415754234063,2,16,21
-2.5871702896517936,1,17,21
-606.4956462302836,2,17,21
-1.9194883919696881,1,18,21
-1.9980617018640747,2,18,21
-180.55393615302052,1,19,21
-2.2335792632727136,2,19,21
-3.2465049735070934,1,20,21
-4.483634752401007,2,20,21
-3.1937873633917078,1,21,21
-483.93784423389786,2,21,21
-2.3041086033991314,1,22,21
-3.703802811358219,2,22,21
-2.9562562810069988,1,23,21
-4.975610490723392,2,23,21
-305.6627521873519,1,24,21
-482.65741656755335,2,24,21
-974.2529914590563,1,25,21
-6.90655073915624,2,25,21
-2.848742554784581,1,26,21
-3.4949403743392096,2,26,21
-3.253269442295978,1,27,21
-4.094765972388859,2,27,21
-3.96518512549648,1,28,21
-655.8096188114223,2,28,21
0.5565073042148813,1,29,21
-1.8769697025712706,2,29,21
-0.7550699922159945,1,30,21
-409.68110610538184,2,30,21
-1.9859012764670527,1,31,21
-4.260262275438557,2,31,21
-3.799616581459355,1,32,21
-5.413219313782129,2,32,21
-2.1404517824450786,1,33,21
-4.344131531053896,2,33,21
-2.2084786681296187,1,34,21
-3.2916006741002604,2,34,21
-2.8655847248656854,1,35,21
-3.153741138706717,2,35,21
-1.317678115721179,1,36,21
-3.092946851437214,2,36,21
-156.66807723171695,1,37,21
-2.556185369172024,2,37,21
-3.5636664463497243,1,38,21
